,OPEN,HIGH,LOW,CLOSE,VOLUME,28DSMA,28DEMA,28DSDEV,28DMOM,30-90MACD,28DBBAND_LOW,28DBBAND_HIGH,14DRSI,PVT,14DATR,14DSTOCH
2014-01-02,35.486016265,35.9731340715,33.7202142164,35.3033470875,9726000.0,24.8042186506,18.772938334,6.37606348292,17.9624691154,8.63213346303,18.4281551677,31.1802821335,92.7797833935,-100581.060051,2.2007286616,88.3753509006
2013-12-31,35.6686854424,36.3384724264,35.3033470875,35.7295751682,4515500.0,24.1627018965,18.3586166651,6.18124265583,19.3629328091,8.32903793897,17.9814592406,30.3439445523,89.8601398601,95279.1096613,2.1572360003,86.7157219555
2013-12-30,35.6077957166,37.3735977652,34.8771190068,35.6077957166,7701400.0,23.4711685819,17.9232272791,5.9167227375,18.6931458252,8.05232796277,17.5544458444,29.3878913194,90.0,290488.70565,2.19637939547,86.1038637299
2013-12-27,34.3900012003,35.3033470875,33.7811039422,35.2424573617,6206400.0,22.803556231,17.4799775073,5.53913972066,17.4144615831,7.78103040664,17.2644165103,28.3426959516,90.3333333333,288713.488865,2.10939407287,85.540095614
2013-12-26,34.8771190068,34.8771190068,33.4157655873,34.0855525712,7204900.0,22.1816111744,17.0347749472,5.04650579882,16.44022597,7.51582182309,17.1351053756,27.2281169732,83.7209302326,600350.692769,2.19203012934,83.341040124
2013-12-24,31.4672943612,34.5117806519,31.4672943612,33.7202142164,7295000.0,21.5944602469,16.6074106426,4.54131700598,16.0748876151,7.27226291983,17.0531432409,26.1357772529,81.1881188119,1127230.10454,2.17463306482,82.6406251863
2013-12-23,29.9450512158,32.4415299742,29.88416149,31.4672943612,8590000.0,21.0203571178,16.1784917065,3.92602535775,13.8828574858,7.04764748682,17.0943317601,24.9463824756,80.3448275862,324098.16201,2.07025067771,82.912609255
2013-12-20,30.2494998449,31.2846251838,29.0925950544,29.3970436835,10710700.0,20.524540779,15.7952899161,3.3990899138,11.1428198241,6.87986246458,17.1254508652,23.9236306928,79.1208791209,5762425.28634,1.98326535511,82.5796692394
2013-12-19,26.7787854734,31.5890738128,25.8654395862,30.1886101191,24845400.0,20.1265829282,15.4543726765,2.94361574732,11.6299376307,6.70125260219,17.1829671808,23.0701986755,80.2973977695,6292902.84572,1.88758150026,82.534577553
2013-12-18,23.308071102,24.7694245216,23.308071102,24.282306715,6387200.0,19.7112280128,15.0850706261,2.19709394958,7.36765682361,6.52873171238,17.5141340632,21.9083219624,70.0564971751,511545.259936,1.44395635504,82.657866962
2013-12-17,22.5165046664,23.8560786343,22.5165046664,23.3689608278,6918000.0,19.4480974119,14.8545491513,2.0666883686,5.78452395242,6.43739712366,17.3814090433,21.5147857805,71.1956521739,345462.125388,1.44395635504,83.1414869628
2013-12-16,22.0902765857,23.0645121987,21.9076074083,22.5165046664,4330300.0,19.2415072708,14.6411421323,1.94581656665,6.21075203312,6.37583084533,17.2956907041,21.1873238374,71.3513513514,366243.160613,1.4526548873,82.7148547715
2013-12-13,20.994261521,22.2729457631,20.994261521,22.0902765857,4845200.0,19.0196946982,14.4437523764,1.91236601044,5.84541367823,6.25675760374,17.1073286877,20.9320607086,71.0382513661,282690.768197,1.44830562117,80.6663597882
2013-12-12,21.1160409727,21.7858279566,20.689812892,20.8724820694,4062600.0,18.810929924,14.2520982728,1.88359175547,7.06320819453,6.1119753668,16.9273381685,20.6945216794,66.265060241,-218894.801483,1.409162226,78.6466410096
