,OPEN,HIGH,LOW,CLOSE,VOLUME,30DSMA,90DSMA,120DSMA,30DEMA,90DEMA,120DEMA,30DSDEV,90DSDEV,120DSDEV,30DMOM,90DMOM,120DMOM,30-90MACD,30-120MACD,120DBBAND_LOW,120DBBAND_HIGH,90DBBAND_LOW,90DBBAND_HIGH,30DRSI,90DRSI,120DRSI,PVT,30DATR,90DATR,120DATR,30DSTOCH,90DSTOCH,120DSTOCH,OSC
2014-12-31,205.118519903,207.850099261,202.853307753,202.853307753,20393618.0,205.151831847,192.006568853,190.006834385,192.318182973,166.042283359,157.074025816,5.57595941734,11.5818740609,11.0058198178,13.657896789,10.4932621671,36.5765138397,13.1452629935,15.1449974617,179.001014567,201.012654203,180.424694792,203.588442914,58.1413820492,52.2043386984,55.7997042045,-513924.517506,4.74362073841,4.76249750633,4.65478888938,84.1819229288,81.8427558714,87.9117190458,-102.964317334
2014-12-30,208.116594808,208.849457563,205.984630432,205.984630432,15214093.0,204.696568621,191.889977051,189.702030103,192.071936105,165.757677054,156.808739631,6.28285734335,11.5241283638,11.1525610648,18.7213121839,12.2254832233,39.6412126314,12.8065915691,14.9945385174,178.549469038,200.854591168,180.365848688,203.414105415,61.3215149073,52.5870576625,56.3473437167,-346308.501931,4.68588003654,4.72844529754,4.63591212146,85.3533129423,82.0240057202,88.0499957457,3.93612193013
2014-12-29,210.581678619,211.048045826,208.716209789,208.782833676,12203309.0,204.072524881,191.754138349,189.371686665,191.74674229,165.446660264,156.523769894,7.03520897217,11.4277733949,11.2528543752,23.3183603714,19.3542391083,44.9044996867,12.3183865321,14.7008382165,178.118832289,200.62454104,180.326364954,203.181911744,64.2740619902,54.0691973666,57.197778727,-93534.8528923,4.72807516483,4.7513935252,4.66145127806,85.8780749278,82.1688711728,88.1519645841,75.2435985286
2014-12-26,211.048045826,212.513771336,211.048045826,211.247917487,14037176.0,203.295246202,191.539091248,188.9974825,191.34854253,165.111604315,156.220932858,7.74881192976,11.2849387747,11.348155742,27.7821607854,22.8853051074,48.0358223651,11.7561549542,14.2977637015,177.649326758,200.345638242,180.254152473,202.824030023,67.1041837572,54.8400732704,57.7443609023,52700.9132905,4.75916631199,4.74769219816,4.65645448655,85.8369964481,82.2504318363,88.1751709268,511.903984799
2014-12-24,210.714926393,211.581036921,208.782833676,210.515054732,12109122.0,202.369174176,191.28481008,188.597183981,190.883416689,164.75489887,155.902055315,8.39850950389,11.0920403309,11.4037704539,27.5156652383,21.6860751454,45.703986328,11.0843640959,13.7719901951,177.193413527,200.000954435,180.192769749,202.376850411,66.9958847737,54.591620821,57.3479005998,159323.479493,4.7858158667,4.74399087112,4.660896079,85.3293616203,82.2639263027,88.1518701984,-39.6703303329
2014-12-23,210.248559185,212.247275788,209.582320317,210.448430845,22169713.0,201.451985335,191.043853689,188.216317428,190.424548902,164.40110164,155.585576158,8.9618155915,10.903546645,11.428789684,27.7821607854,23.2184245413,44.9044996867,10.4081316451,13.2356679065,176.787527744,199.645107112,180.140307044,201.947400334,67.1041837572,54.8843728101,57.2039333048,959706.232543,4.7680494969,4.74917272898,4.65312329221,84.8333199288,82.3003986815,88.1636869324,-38.7037804414
2014-12-22,203.519546621,209.31582477,203.519546621,208.982705336,29227071.0,200.525913308,190.785871195,187.842113264,189.956512848,164.045084046,155.267648469,9.42364745037,10.7122686098,11.4298803396,24.1844708995,23.285048428,44.504756366,9.74004211387,12.6838000444,176.412232924,199.271993604,180.073602585,201.498139804,64.7681041497,54.8970155528,57.1489726027,-796661.745323,4.77027029312,4.74991299439,4.64701610259,84.2091225863,82.3088458389,88.1876250631,-7.1862400962
2014-12-19,207.716851488,208.649585903,202.453564432,203.386298847,76786814.0,199.719764278,190.527148434,187.471240294,189.511796679,163.697646158,154.956371587,9.70548204548,10.5477677335,11.4601507292,16.9890911277,16.6226597505,38.9083498769,9.1926158442,12.2485239841,176.011089565,198.931391023,179.979380701,201.074916168,60.9067579127,53.5637766033,56.3644289451,-776471.121024,4.75250392332,4.72030237804,4.61148336298,83.9339620548,82.3180220761,88.2439557579,-130.235249651
2014-12-18,205.918006545,207.716851488,203.786042168,207.716851488,32128124.0,199.153461241,190.342452215,187.147004045,189.187495564,163.390790924,154.67572128,9.97604222181,10.4652807909,11.5560956934,21.7193870888,27.4157294081,43.7718936115,8.81100902606,12.0064571955,175.590908352,198.703099739,179.877171424,200.807733006,64.6846846847,55.8244869073,57.2500551755,1548345.43863,4.72807516483,4.72696476672,4.57206422997,84.379762805,82.4568836516,88.3828823229,-32.50445924
2014-12-17,198.389507339,203.1198033,196.457414623,202.520188319,31637748.0,198.429481671,190.037832999,186.782238265,188.7543924,163.048081223,154.368348532,10.1202176305,10.3522641955,11.592125771,12.8250982043,22.9519289941,38.3753587827,8.39164867207,11.647243406,175.190112494,198.374364036,179.685568804,200.390097195,58.8505747126,54.9704227384,56.4631956912,350906.632623,4.71363998936,4.70401653905,4.54763547148,84.3460035069,82.3919598534,88.4588225962,-149.781407733
2014-12-16,199.988480622,204.252409375,197.989764018,197.989764018,31166334.0,198.001978398,189.782811566,186.462443609,188.432632173,162.742900107,154.089308595,10.2119238711,10.3239787581,11.6832873433,9.82702329938,21.219707938,34.8442927836,8.21916683187,11.539534789,174.779156265,198.145730952,179.458832808,200.106790324,57.0743405276,54.6300334351,55.9391324097,-675559.000765,4.62036654788,4.67736698434,4.50877153753,85.1886508462,82.4158518198,88.6146356547,-359.353280589
2014-12-15,203.519546621,206.117878205,200.254976169,200.388223942,30633423.0,197.674410954,189.547037033,186.172074502,188.209244805,162.470386675,153.83490491,10.3687357014,10.3766150759,11.8265083083,14.2241998266,23.0851767677,36.5765138397,8.1273739212,11.5023364523,174.345566194,197.99858281,179.170421957,199.923652109,60.2990834539,55.078411256,56.27141878,-758649.527737,4.56484664223,4.64183424473,4.47268359886,86.3505810389,82.4860164298,88.8214289364,477.953641856
2014-12-12,203.919289941,206.384373752,202.386940546,202.386940546,29322529.0,197.20027096,189.290535069,185.86727022,187.924574663,162.177222381,153.565127287,10.5637468593,10.3909322285,11.9279446856,25.7501322387,24.0179111826,41.1069381405,7.90973589107,11.33300074,173.939325535,197.795214906,178.899602841,199.681467298,66.8116572423,55.3053715968,57.0353477765,-226371.297601,4.68699043465,4.6218470787,4.45491722905,87.0655495541,82.5184245987,89.0034127216,1053.41666101
2014-12-11,204.252409375,208.982705336,203.852666055,205.584887111,25090084.0,196.341933219,189.023669389,185.524712402,187.586532884,161.866338195,153.282203096,11.1572488082,10.3591760082,12.0392846441,20.020477976,27.3491055213,46.1037296486,7.31826382958,10.8172208166,173.485427758,197.563997046,178.664493381,199.382845398,62.1610683934,56.1241235268,57.9285059578,-186544.020422,4.89130368743,4.63665238687,4.46269001584,86.6181143014,82.5308253389,89.1328901763,-179.784769611
2014-12-10,207.117236507,207.716851488,202.91993164,203.719418281,27499869.0,195.674583953,188.719790439,185.140514655,187.165841297,161.528325177,152.979106496,11.1840465281,10.268643624,12.1290414003,19.3542391083,18.7879360707,44.4381324792,6.95479351395,10.5340692978,173.011473255,197.269556056,178.451146815,198.988434063,61.8523051816,54.1179906542,57.6861027887,-697920.260717,4.81801741198,4.66885393214,4.44436844698,86.5388269986,82.4844185683,89.2415992255,-113.549237694
2014-12-09,205.385015451,208.183218695,202.91993164,206.85074096,28487318.0,195.029442649,188.511035594,184.770196885,186.778919776,161.202121725,152.6850633,11.2619301702,10.1505792706,12.2349518674,26.0832516726,23.9845992392,48.3023179122,6.51840705557,10.2592457648,172.535245017,197.005148752,178.360456323,198.661614864,65.8823529412,55.2816901408,58.4243551011,-697094.443395,4.78026387614,4.65552915479,4.41383249887,86.5148474241,82.5897009642,89.3866972647,-41.5184244846
2014-12-08,210.648302506,212.447147449,207.183860393,208.91608145,28134819.0,194.160000927,188.244540047,184.367677569,186.309763195,160.849186091,152.371169235,11.3244980346,9.97703956403,12.2968124574,28.2818399362,25.0505814276,51.4336405907,5.91546088025,9.79232335835,172.070865111,196.664490026,178.267500483,198.221579611,67.6360614873,55.5424528302,59.0018656716,-279127.407098,4.69809441578,4.61999641517,4.37496856492,85.8940544988,82.5980908502,89.4785943655,863.925607846
2014-12-05,211.38116526,213.579753524,211.048045826,212.047404128,20527600.0,193.217272929,187.966200253,183.939063897,185.781365554,160.477553302,152.043486632,11.2305396273,9.74049126477,12.3303024475,34.6777330666,25.1172053144,54.4317154956,5.25107267602,9.27820903207,171.60876145,196.269366345,178.225708988,197.706691518,71.5885524679,55.5588322029,59.6276219656,158563.868418,4.69143202711,4.60148977996,4.34831901021,85.0807977872,82.5842045103,89.521105957,63.7912188024
