,OPEN,HIGH,LOW,CLOSE,VOLUME,28DSMA,28DEMA,28DSDEV,28DMOM,30-90MACD,28DBBAND_LOW,28DBBAND_HIGH,14DRSI,PVT,14DATR,14DSTOCH
2014-01-02,249.309435593,251.626876304,245.12468952,246.725234115,2943400.0,246.21017399,247.750507949,7.03318029154,-3.16771545955,-7.6821217604,239.176993698,253.243354281,71.3867302398,-48162.7460966,5.23627806266,62.2962971299
2013-12-31,250.593180591,253.110704809,249.142704447,251.426792361,2109800.0,246.323306685,247.776205629,7.06716730995,-0.0833667714698,-7.32899206256,239.256139375,253.390473995,70.593896007,-26572.7344304,5.16482479521,58.0138109285
2013-12-30,253.277412339,255.86161383,248.6925476,250.609869677,2811400.0,246.326284069,247.68470655,7.06941423603,-1.95064592544,-6.88031719931,239.256869833,253.395698305,71.5287433098,-20726.238115,5.33392865549,53.5947667795
2013-12-27,251.926962266,254.161036792,251.16002944,253.627538601,1685200.0,246.395949995,247.611389641,7.12260179235,-3.70123890474,-6.46114660729,239.273348203,253.518551788,71.2290493742,9911.47800483,5.41014446596,48.8663647109
2013-12-26,252.460489271,254.261067354,251.143367669,251.726905912,1772200.0,246.528137099,247.460599608,7.29406381537,-2.75090890759,-6.17215059793,239.234073284,253.822200914,55.1401773793,1345.00518108,6.05440775243,42.1617405185
2013-12-24,251.393463699,252.143709284,248.742559954,252.127022044,978200.0,246.626383846,247.353668003,7.38464577824,-2.00068988054,-5.93635785324,239.241738068,254.011029624,52.0779475309,-13832.5816766,6.2580479135,38.4086316291
2013-12-23,253.794245628,254.76123694,249.742904131,251.059999046,3028000.0,246.697837056,247.234027645,7.44923750742,0.866935920287,-5.51952505777,239.248599548,254.147074563,53.7943156065,116794.150886,6.44739644096,35.7358132823
2013-12-20,248.559164131,253.894299427,247.442127701,252.560515603,6265800.0,246.666875059,247.138132687,7.43221733256,-4.88495490392,-5.12656722381,239.234657726,254.099092391,56.3354886349,251329.660711,6.67366189797,32.2581071013
2013-12-19,241.140025742,248.209063538,240.323077873,247.242070553,5073600.0,246.841337734,247.002224932,7.63038018951,-9.38647726986,-4.72898249137,239.210957544,254.471717923,50.6710067553,214842.740377,6.60578134772,27.0172443685
2013-12-18,237.755562993,242.323765474,235.571505167,241.690212196,5965400.0,247.176569065,246.996213391,7.8516221557,-15.9720050902,-3.96605545956,239.324946909,255.028191221,40.2380203939,96107.3808128,6.39023173362,22.6577642673
2013-12-17,239.222727655,239.222727655,234.204369825,237.772226512,3471800.0,247.746997818,247.129204129,8.01672561499,-28.3261380471,-2.91765261421,239.730272203,255.763723433,29.3379664883,18703.443878,6.40452162348,20.2314619544
2013-12-16,237.255392518,241.64019877,237.255392518,237.92229694,4120200.0,248.758645605,247.3637294,8.48496173539,-33.3277825389,-1.57637180518,240.27368387,257.243607341,29.4832989404,41855.450204,6.49621773016,20.2823480345
2013-12-13,234.471132152,237.272081036,232.503820046,236.721893934,4488600.0,249.948923553,247.600371464,9.21476746203,-40.7469473554,-0.482587286445,240.734156091,259.163691015,26.0851124515,78475.4081723,6.67842114849,20.2167796035
2013-12-12,232.403766052,237.222065412,232.087013587,235.621520814,3813000.0,251.404171673,247.873031931,10.2120426446,-34.3781390091,0.649312675691,241.192129028,261.616214318,26.6524563069,-33380.7615068,6.70223826923,20.8187067513
