,OPEN,HIGH,LOW,CLOSE,VOLUME,30DSMA,90DSMA,120DSMA,30DEMA,90DEMA,120DEMA,30DSDEV,90DSDEV,120DSDEV,30DMOM,90DMOM,120DMOM,30-90MACD,30-120MACD,120DBBAND_LOW,120DBBAND_HIGH,90DBBAND_LOW,90DBBAND_HIGH,30DRSI,90DRSI,120DRSI,PVT,30DATR,90DATR,120DATR,30DSTOCH,90DSTOCH,120DSTOCH,OSC
2014-12-31,59.0018557782,59.6187343587,58.2025201527,58.7325144261,5346823.0,60.4890255017,67.4866875971,70.5312585258,65.715249902,67.0444489532,65.5046520881,4.38077884412,6.75633673211,7.97939567101,-8.53203895915,-19.8269988847,-24.7533390984,-6.99766209542,-10.0422330241,62.5518628548,78.5106541968,60.730350865,74.2430243292,38.1343644273,40.5295484728,40.6571784613,-160284.714657,2.39076651758,2.33245749369,2.16950114878,33.598574883,25.4073771772,39.3055820584,160.024283903
2014-12-30,60.1661054936,60.2877435235,59.2885739917,59.6274227894,6116166.0,60.7734268003,67.7069875847,70.7375363516,65.8784636068,67.1087130857,65.5438958463,4.53697985196,6.79084288518,7.99176308203,-7.36778924375,-19.2883161806,-24.4666208849,-6.93356078439,-9.96410955125,62.7457732696,78.7292994336,60.9161446995,74.4978304699,39.5720609936,40.7391957283,40.7453661102,-61398.8329353,2.38844960272,2.33255403181,2.16725663751,34.6689457493,25.7636249742,39.8812317772,145.77673542
2014-12-29,60.4615121378,61.0610138569,59.731683958,60.4180699842,5872845.0,61.0190197751,67.921302209,70.941424859,66.0245747597,67.1665550618,65.5781811933,4.67026251993,6.83719722392,8.0179935165,-6.16878580549,-18.853894645,-25.0313688812,-6.90228243382,-9.92240508383,62.9234313425,78.9594183755,61.084104985,74.7584994329,41.1735454998,40.9098525469,40.5720269651,23526.9736681,2.42117602507,2.33052673131,2.17348334619,35.4994511826,26.1119880131,40.4508758981,137.790855731
2014-12-26,60.5918385985,61.0088832726,59.6969302351,60.2269245086,4835531.0,61.2246459687,68.1307899272,71.1500195996,66.1556205968,67.2187313265,65.6080835604,4.77746290134,6.89332525831,8.06737294631,-8.60154640484,-18.6714376,-25.0400573119,-6.90614395858,-9.92537363099,63.0826466533,79.217392546,61.2374646689,75.0241151855,38.374823861,41.013632182,40.5681371907,-8667.94317965,2.51443184804,2.32849943081,2.17094922056,36.0730764445,26.4601043026,41.040252019,303.831214745
2014-12-24,59.9054525722,60.6700344749,58.8975946096,60.1661054936,3624054.0,61.5113641821,68.338250345,71.3586867439,66.2941972989,67.2727888559,65.6392669406,4.96975988838,6.93362753873,8.10621082721,-9.47038947604,-17.6201374839,-25.6916896153,-6.82688616287,-9.84732256176,63.2524759167,79.4648975711,61.4046228063,75.2718778837,37.4539594843,41.6045702931,40.3611708716,55714.4686684,2.54165559761,2.32849943081,2.16863230571,37.2742272611,26.8159929991,41.6341750781,85.8048824963
2014-12-23,60.2008592164,60.7134766284,59.4710310366,60.3920046921,8377896.0,61.8270438313,68.5340296504,71.5727841574,66.4374346549,67.3277345695,65.6709835299,5.17778846162,6.94903027777,8.14728782376,-9.18367126255,-15.9954009407,-25.5266094318,-6.70698581904,-9.74574032602,63.4254963336,79.7200719811,61.5849993726,75.4830599282,37.7803468208,42.4629493163,40.411227154,-47417.0660067,2.53296716689,2.33738093776,2.16052310371,38.4111422038,27.1110481642,42.2466094359,96.0040554983
2014-12-22,60.4093815535,60.8090493663,59.158247531,59.8967641415,10563783.0,62.1331662068,68.7117563275,71.7855059026,66.5787398819,67.3813585569,65.7015749054,5.35835133688,6.94299669359,8.18606138052,-10.0612027645,-15.9519587872,-26.2216838887,-6.57859012074,-9.65233969587,63.5994445221,79.9715672832,61.7687596339,75.6547530211,36.5723562152,42.4864953348,40.1282219024,650786.197611,2.5599013021,2.33796016647,2.16146435037,39.2231073457,27.3177707316,42.8565001781,74.8553853704
2014-12-19,57.7767870478,60.7395419206,57.5248225571,60.5657733063,15493761.0,62.4685396322,68.889000314,72.004019935,66.7349236612,67.4392261322,65.7352135136,5.52579435445,6.91900808879,8.21596199743,-7.87171822504,-16.7686712741,-25.6569358924,-6.42046068178,-9.53548030279,63.7880579376,80.2199819325,61.9699922252,75.8080084028,39.7278911565,42.1621182586,40.2995860982,1042485.20454,2.59031080959,2.3472278259,2.15538244887,40.258125981,27.5132262543,43.485998625,108.010161802
2014-12-18,58.5934995347,58.8280871639,55.8305785683,57.7072796021,13255256.0,62.7309302397,69.0753188837,72.2178277341,66.8791207153,67.492368641,65.7651702394,5.61844283354,6.9181352599,8.24957026591,-10.4348052851,-19.8443757461,-28.6023139038,-6.344388644,-9.48689749439,63.9682574682,80.4673980001,62.1571836238,75.9934541436,35.4070473876,40.489673551,38.9545027513,874459.333491,2.56945857588,2.32907865952,2.13880202693,40.8573273426,27.7669864245,44.1034141347,212.235000686
2014-12-17,55.0486198042,57.8810482163,54.2492841787,56.534341456,13900622.0,63.0787570826,69.2958119476,72.45618035,67.0935023389,67.5680226525,65.8118655291,5.61971320857,6.86779932431,8.23999171811,-9.45301261462,-22.1815636076,-29.6449255892,-6.21705486501,-9.37742326742,64.2161886319,80.6961720681,62.4280126233,76.1636112719,37.1333964049,39.3687015907,38.4589365444,674341.5759,2.55642592982,2.31305333176,2.12178718345,41.9009434666,28.1447804972,44.8106741862,298.773691487
