,OPEN,HIGH,LOW,CLOSE,VOLUME,14dSMA,28dSMA,60dSMA,14dEMA,28dEMA,60dEMA,14dSDev,28dSDev,60dSDev,14dMOM,28dMOM,60dMOM,30-60MACD,30-90MACD,60dBBand_low,60dBBand_high,28dBBand_low,28dBBand_high,14dRSI,28dRSI,PVT,14dATR,28dATR,14dSTOCH,28dSTOCH,OSC
2017-01-04,246.169373666,250.128191417,245.679247037,248.544649989,5863700.0,251.388536018,251.989090487,244.095679036,248.928397625,249.93583225,252.790936095,4.20598425275,5.74272270224,9.63503527348,-10.7076432907,0.829468100209,3.24149835109,7.33451058848,4.68553031343,234.460643762,253.730714309,246.246367784,257.731813189,31.0160246765,50.609758679,60796.1827428,4.38162475119,4.46914647818,28.7586515122,73.0332410287,0.429335359177
2017-01-03,248.16762623,248.959383752,243.567866378,245.302196868,6412200.0,252.153367682,251.959466626,244.041654063,248.947875365,249.970701138,252.840275563,4.60380604958,5.76325165823,9.61874045124,-13.4222599643,5.80622365867,-2.96484985596,7.07434463727,4.15014953811,234.422913612,253.660394514,246.196214968,257.722718284,23.6686026374,53.977254973,-29744.8681365,4.25774196467,4.64150161762,31.9276299996,75.3829864417,15.2947524817
2016-12-30,247.865996049,249.562646247,244.661255492,245.943169812,3877700.0,253.112100536,251.752101495,244.091068227,249.132917752,250.087713518,252.927863819,4.46273201374,6.10592396152,9.63293113569,-13.4599392938,6.82424753495,-2.92418118595,6.64790126349,3.53716348869,234.458137092,253.723999363,245.646177534,257.858025457,23.6336634766,54.6915632831,-27074.9617686,4.11500975781,4.56609510669,36.3093567229,77.1410267115,-656.424854977
2016-12-29,247.375869385,248.883993677,246.395585955,246.772607602,4009800.0,254.073524771,251.508378369,244.139804581,249.294818635,250.19159324,253.009022054,4.24400219864,6.47162640086,9.64984276374,-14.7041452329,12.7812870198,-3.78303878432,6.08389089122,2.77888096867,234.489961817,253.789647344,245.036751968,257.98000477,22.5351885422,58.2966177239,-56097.8805766,3.9965140631,4.63476854917,41.2422893283,78.4347426793,-391.110813151
2016-12-28,250.957634666,251.033055584,247.225053255,247.639789131,4227400.0,255.12382086,251.051903833,244.202855227,249.422837589,250.277287421,253.081485699,4.11573807426,7.22495177486,9.67964954876,-18.2105165782,17.1548398938,-1.00245960421,5.73304215382,2.25770728548,234.523205678,253.882504776,243.826952058,258.276855607,19.9252593472,60.7666876952,-46134.2108029,4.20387925217,4.7465299638,47.2031788504,78.6092627472,-211.553613135
2016-12-27,251.485475922,252.088737712,249.110203319,250.128197221,3868800.0,256.424572044,250.439230979,244.219562887,249.513339135,250.343394237,253.144715167,4.43387566154,8.18816863237,9.68654514955,-0.867151218516,11.9895323481,1.41092323798,5.52027960285,1.81581827027,234.533017737,253.906108037,242.251062347,258.627399612,48.983218941,57.0666671431,-42070.9884157,5.01179865226,5.13971729312,54.1356088776,77.9467772446,-278.770972862
2016-12-23,253.40833011,254.124696882,250.165879079,250.392115444,3591800.0,256.486511416,250.011033395,244.1960475,249.482131006,250.348787981,253.179765418,4.34430410643,8.51212239207,9.67366206413,-1.3573083368,8.63397304016,2.42518865324,5.22960394013,1.34138648893,234.522385436,253.869709564,241.498911003,258.523155787,48.4265696949,54.8952557157,-107245.059126,5.00641359752,5.29860820266,60.2452099833,77.6628708438,-481.338074695
2016-12-22,255.104980082,257.140911313,252.578861892,253.06901869,4008500.0,256.583462012,249.702677215,244.155627689,249.435943254,250.347702012,253.21215635,4.21093321785,8.65302514627,9.65237721937,2.63922012682,12.3665529697,6.04004388421,4.91310230799,0.808397901644,234.503250469,253.808004908,241.049652069,258.355702362,53.1588615456,57.1428527661,-72694.3954087,4.94716564551,5.25955767333,66.8592432089,77.8055542841,-323.239054663
2016-12-21,257.140912509,258.008094729,256.047554247,257.517964322,2942800.0,256.394946289,249.261014609,244.054960291,249.251540557,250.279494354,253.21381953,4.43356245747,8.78936752653,9.5891307838,12.0272419878,17.8334921678,11.4644617032,4.3640219675,-0.179432415031,234.465829507,253.644091075,240.471647083,258.050382136,64.2283733426,60.7256259245,104274.406329,5.08181705557,5.20434830409,72.3788978932,77.494993925,-37.6923876195
2016-12-20,253.219832208,258.611349578,252.277259241,257.819565664,5348500.0,255.535857575,248.624104175,243.863885929,248.831964673,250.098067808,253.163807776,5.28308368244,8.8149811675,9.42920584694,14.0254626487,24.2429791313,14.3548129512,3.62760387772,-1.39807580954,234.434680082,253.293091776,239.809123007,257.439085342,66.0621382618,63.62864671,104701.404257,5.23801539823,5.48981466003,74.0506081213,76.6924548668,-15.0889288009
