,OPEN,HIGH,LOW,CLOSE,VOLUME,14dSMA,28dSMA,60dSMA,14dEMA,28dEMA,60dEMA,14dSDev,28dSDev,60dSDev,14dMOM,28dMOM,60dMOM,30-60MACD,30-90MACD,60dBBand_low,60dBBand_high,28dBBand_low,28dBBand_high,14dRSI,28dRSI,PVT,14dATR,28dATR,14dSTOCH,28dSTOCH,OSC
2017-01-04,115.244638085,116.667755695,115.244638085,115.682520427,6429700.0,115.917106117,115.006154265,111.709927485,113.664499355,110.555816333,104.194317072,1.26947305159,1.98724844489,3.95802573455,0.0,2.51781798984,4.47003977981,3.14974488047,4.75015268792,107.75190175,115.667953219,113.01890582,116.99340271,50.0,54.5634848592,58865.5206625,1.83754314151,2.0232515838,45.1677515631,71.2216054543,218.503479897
2017-01-03,115.354114144,116.065678422,113.821531422,114.806755744,6855300.0,115.917106117,114.916232194,111.635426822,113.562071389,110.427319534,104.060830579,1.26947305159,2.01231659894,3.92390551069,-0.109476058893,2.35360663827,3.1044872774,3.10930161129,4.75955681938,107.711521311,115.559332332,112.903915595,116.928548792,49.4791403537,54.2914006319,-25775.7747841,1.79062756732,1.99588374198,46.3274863258,72.7943301213,248.352536374
2016-12-30,115.956202364,116.339349412,114.259413764,114.642555339,4421000.0,115.924925835,114.832174814,111.583685367,113.498895395,110.317552417,103.935968943,1.26242499071,2.06551261458,3.90178477835,-1.58731801425,2.40835287801,3.32124450995,3.07346678007,4.78780004795,107.681900589,115.485470145,112.766662199,116.897687428,43.1925085411,54.3824718655,-37746.9766171,1.7749885213,1.96069676811,48.168273608,74.5528191315,226.541013824
2016-12-29,115.627796081,116.503560764,115.244638085,115.573060788,4547100.0,116.038305694,114.746162211,111.528331292,113.44084706,110.209149627,103.811564402,1.20852319767,2.12304463279,3.88115799033,-2.40834193095,3.39359361981,6.37415472105,3.01935026987,4.78210623954,107.647173301,115.409489282,112.623117578,116.869206844,40.3509125885,56.3786150485,-117143.725438,1.82190487742,1.92550959876,51.4909871464,76.2933733246,174.268844922
2016-12-28,118.52876112,118.966637988,115.354114144,115.627796081,5072500.0,116.210330117,114.624962439,111.42209538,113.332623058,110.074707421,103.674902397,1.30477666076,2.17042801083,3.85572230356,-0.711553331337,4.26935830272,5.06836768471,2.98144972871,4.75809629932,107.566373076,115.277817683,112.454534428,116.79539045,47.4708336235,57.80001468,-88046.2234515,2.03302593869,1.92159934855,54.6716322598,77.6904436152,188.708266649
2016-12-27,117.105638036,118.638231705,117.105638036,118.309825422,3399000.0,116.261155355,114.472485356,111.337622585,113.21612779,109.935523629,103.536016462,1.29415499475,2.24601695189,3.81734935813,5.19985827832,7.06085822951,7.80482032764,2.86613834027,4.67664246005,107.520273227,115.154971943,112.226468405,116.718502308,67.790300888,64.238431063,30491.9191878,2.02520778407,1.86686425135,59.9299285664,78.7863153372,118.358360356
2016-12-23,117.269849388,117.543520378,116.777231754,117.379319973,3799600.0,115.889736907,114.220311848,111.207542246,112.95758882,109.725628354,103.364353071,1.40259368969,2.19502229112,3.70712460414,6.23982883928,7.74504938803,7.58177948349,2.69070743962,4.52527261631,107.500417642,114.91466685,112.025289557,116.415334139,69.9301083183,65.1987315996,-26879.6455698,2.08385234954,1.89032242941,58.6264228781,78.9087448462,143.40362047
2016-12-22,117.105638036,118.036138012,116.777231754,117.269849388,8179000.0,115.444034847,113.943702942,111.081179255,112.73315661,109.533794605,103.201507,1.82165120321,2.26894827707,3.62141185435,6.56824059537,8.12536114864,6.87369089618,2.50448155333,4.36129480198,107.4597674,114.702591109,111.674754664,116.212651219,70.5479834397,65.7105471312,23711.1028782,2.18941366211,1.91154490687,55.8694815436,78.7037896581,146.66280644
2016-12-21,116.175138061,118.309825422,116.065678422,117.707731729,4796800.0,114.974874804,113.653511472,110.96661774,112.502889334,109.339896488,103.038040735,2.13424136194,2.34608192487,3.52988442769,7.11558257513,9.70607808659,8.94419018011,2.31373106529,4.19436140348,107.436733312,114.496502168,111.307429547,115.999593397,72.7272949778,68.2688709802,113868.768051,2.18159472555,1.9365530794,52.862860549,78.3480999371,138.094337867
2016-12-20,115.408849437,116.996178398,115.408849437,116.394084705,5462800.0,114.466618906,113.306865826,110.817547904,112.238709029,109.130163292,102.867587136,2.27592856485,2.44004353383,3.42775950498,3.06517091666,8.28359540626,9.42642452922,2.13382281771,3.98879188231,107.389788399,114.245307409,110.866822292,115.74690936,58.9743573307,66.3321934336,75113.442191,2.2754262649,1.93609245417,50.4126363972,77.3544112276,146.543313288
