,OPEN,HIGH,LOW,CLOSE,VOLUME,28DSMA,28DEMA,28DSDEV,28DMOM,30-90MACD,28DBBAND_LOW,28DBBAND_HIGH,14DRSI,PVT,14DATR,14DSTOCH
2014-01-02,214.619283291,215.084199338,212.155306808,212.992135238,9761200.0,205.049455608,194.931694483,5.64482048364,22.2055935234,13.5652217881,199.404635124,210.694276092,83.8496835106,-89383.4560752,3.18776158784,78.667142362
2013-12-31,214.99121699,215.967506763,214.200874113,215.409628885,9322700.0,204.256398697,194.479023768,6.0340460215,21.7978565135,13.4197687716,198.222352675,210.290444718,80.0710813191,53598.2510097,3.20011824155,75.9810840572
2013-12-30,213.503532621,215.642077678,213.457033112,214.944719864,5587700.0,203.477903821,193.954414644,5.94731876679,21.7034600836,13.2664298742,197.530585054,209.425222588,80.6967109401,67656.1228745,3.22610826846,73.7736261744
2013-12-27,213.434678207,213.712555308,211.489431971,213.666249405,5604200.0,202.702780247,193.428309185,5.81022203106,18.8039664663,13.1269817341,196.892558216,208.513002278,77.2726773963,54756.9205347,3.26852788814,71.1807941462
2013-12-26,210.841020095,212.508370705,210.841020095,212.369411313,4073300.0,202.031210016,192.921061162,5.57817147557,17.6923944522,12.9255653993,196.45303854,207.609381491,76.8211219559,40911.851144,3.34792630912,68.5529560736
2013-12-24,209.590505456,211.350486361,208.710521951,211.304161933,3185400.0,201.399338785,192.433603591,5.36158612225,18.0165941924,12.7152889028,196.037752663,206.760924908,76.6665986046,29061.6077371,3.51995406404,65.6338390558
2013-12-23,210.007341349,212.091528404,209.451564001,209.961035446,7864800.0,200.755888993,191.960627917,5.20776090815,18.5723875367,12.5678733023,195.548128085,205.963649901,75.6943958889,68285.5101361,3.66220778996,62.6609710262
2013-12-20,208.478932643,211.39679268,208.247361449,209.729446734,16808700.0,200.092589438,191.509461887,5.1745542558,16.6271450722,12.5543626156,194.918035182,205.267143694,69.696944066,183870.395374,3.84085068166,60.2506576035
2013-12-19,206.487401823,209.127361637,205.283198251,208.988406877,10870700.0,199.498762828,191.052792325,4.97800265096,12.0419380289,12.3573261421,194.520760177,204.476765479,58.7331933127,470130.07875,3.89047473517,58.2907790843
2013-12-18,201.948497951,206.765279837,199.354862556,206.62633897,12301600.0,199.068693613,190.60325028,4.63623320188,14.0334884529,12.2140315331,194.432460411,203.704926815,55.114833134,314061.609243,3.77799537807,56.8658339507
2013-12-17,203.569541083,203.569541083,199.540126309,200.975882547,7294100.0,198.567497597,190.201644189,4.54663402603,5.74306745079,12.1314451736,194.020863571,203.114131623,39.775939782,19762.5454542,3.47363923112,55.3068276341
2013-12-16,202.782174835,203.615847818,200.559046879,201.855885414,9718800.0,198.362388045,189.931596395,4.56347259514,6.48413176522,12.2351129785,193.79891545,202.92586064,40.4558830609,141399.653584,3.42732439359,57.6953739091
2013-12-13,200.095907758,202.92113291,199.308540666,200.79062136,11365300.0,198.13081191,189.632723487,4.5441065514,3.84415251188,12.3753900127,193.586705359,202.674918462,43.0517489263,91628.8419743,3.67544135487,59.862284685
2013-12-12,198.52118305,201.485353643,198.428552719,199.21590127,7702200.0,197.993520749,189.35305957,4.51877044684,0.0926110274919,12.3649390221,193.474750302,202.512291196,61.2962663435,-164897.219878,4.23783883161,63.8440187608
2013-12-11,202.180083672,202.55059573,199.123287408,199.16959331,9986000.0,197.990213212,189.105855215,4.51787638633,4.90941167493,12.3204811418,193.472336826,202.508089599,65.1085113057,-111904.060968,4.30400360386,63.9371436799
2013-12-10,201.855889035,203.384280265,201.253787239,202.550602637,9528700.0,197.814877081,188.85361555,4.56542558579,10.6524889088,12.3399786607,193.249451495,202.380302667,66.4395106153,32626.3625312,4.4197920199,61.5233534672
2013-12-09,202.782177653,203.152703615,200.373784373,201.392722664,7433500.0,197.434431049,188.510311362,4.59988842832,6.62307031827,12.3600109852,192.83454262,202.034319477,65.4385723714,25573.2699732,4.42310123634,59.5245045872
2013-12-06,203.013766887,203.569544251,200.23484302,201.994823968,10908600.0,197.197892823,188.187423875,4.5589092655,4.81678108139,12.3903623381,192.638983558,201.756802089,63.0067624825,96533.1433821,4.41648345822,57.7269036191
2013-12-05,199.215900362,201.161146568,197.085407388,201.114840666,10546900.0,197.025864927,187.841352272,4.4610241083,4.21469445212,12.3829762069,192.564840819,201.486889036,62.0450814368,73521.2123907,4.37347585174,56.7741575354
2013-12-04,199.40116765,201.902191231,197.270674658,200.188534731,9688200.0,196.875340125,187.508662746,4.38845936485,5.1873132386,12.393070117,192.486880761,201.26379949,62.6916608072,-64363.2129597,4.26099483966,56.0383891368
2013-12-03,201.994822315,202.365334379,197.224369492,199.67906402,11062300.0,196.690078938,187.190851746,4.3527581527,8.38305159565,12.4501488634,192.337320786,201.042837091,64.5056725817,-282621.626134,4.19152242422,54.7370181548
2013-12-02,204.542153379,204.912683964,201.068515984,201.300087179,11409300.0,196.390684239,186.877844547,4.42722083206,8.15145799149,12.4599572178,191.963463407,200.817905071,64.2972530561,-182117.605927,4.07904286887,52.250101878
2013-11-29,204.12531941,206.070565636,203.801113249,204.773727099,5599600.0,196.099560739,186.516362401,4.35993237603,12.8756133708,12.4034796384,191.739628363,200.459493115,63.4768605976,11421.8705913,4.17828932652,50.2699780016
2013-11-27,203.754803731,205.468455575,202.319024352,204.356886983,8279800.0,195.639717404,186.058755942,4.08127389644,12.6903424007,12.2957177997,191.558443508,199.720991301,67.8370547558,-36798.1053522,4.45618032141,49.5605908731
2013-11-26,205.561090537,206.718969663,203.337962614,204.356886983,12526200.0,195.18649089,185.600127707,3.77015062988,10.6987919767,12.1123481609,191.41634026,198.95664152,62.8088203464,121771.795577,4.60505082828,46.1112832435
2013-11-25,202.967441043,208.849467117,202.319028719,204.958993178,17834300.0,194.804391176,185.130004317,3.32181783106,13.5703452682,11.8486517702,191.482573345,198.126209007,63.6363699613,1504638.57833,4.54550243333,44.4169020737
2013-11-22,193.750734428,205.144260727,193.750734428,203.152703941,27177000.0,194.319735988,184.633006337,2.7210102426,14.4966512037,11.6008274173,191.598725746,197.040746231,58.8859492612,1449172.81689,4.41648194447,42.5921984034
2013-11-21,192.129685022,194.76964945,191.110746752,193.565464412,7078600.0,193.801998445,184.16882471,2.32900977626,4.58520704328,11.3431740569,191.472988669,196.131008222,39.8989771476,-18713.3913478,3.88716607811,41.3958723036
2013-11-20,194.723344688,195.418058278,190.369705224,190.786541714,8348100.0,193.638241051,183.933305341,2.50109689731,3.65888154176,11.2130388153,191.137144154,196.139337948,44.1314508209,-109795.123701,3.98641244726,45.5702408502
2013-11-19,193.055995014,194.121243828,191.944421771,193.611772372,6270300.0,193.50756671,183.761534372,2.73979903261,9.77250560733,10.9810378024,190.767767677,196.247365743,52.9411735075,-57743.3295272,4.1650556712,49.7643815024
2013-11-18,194.445444826,195.742264835,193.055994486,193.241259781,8386500.0,193.158548653,183.514645919,3.29269590126,14.126123938,10.7228268637,189.865852751,196.451244554,47.584199453,-60236.1118442,4.33708342678,51.411512848
2013-11-15,194.908607367,196.066486494,193.333891754,194.862282939,10013700.0,192.654044226,183.270856007,4.22871033758,14.4040206101,10.5197982861,188.425333889,196.882754564,46.4285692732,55668.3410175,4.37347424634,54.8657372992
2013-11-14,193.889663688,195.093853345,192.592848334,194.67701686,6418400.0,192.139614919,182.980326026,4.78912613906,11.9956251779,10.3753865641,187.35048878,196.928741058,46.5811948453,119543.166959,4.30400050718,58.2667581849
2013-11-13,190.786544137,193.380202704,189.721299947,193.28756774,7398300.0,191.711199734,182.687157687,5.08135720403,8.1051549235,10.2172471352,186.62984253,196.792556938,47.4053417674,-894.111105835,4.30730973068,61.9572943874
2013-11-12,192.963363539,193.055993871,189.53605055,191.38864791,8372300.0,191.421729915,182.421466763,5.21727572851,9.12409634402,10.1702105575,186.204454187,196.639005644,50.1329860818,-248957.071961,4.38670784818,66.1850644009
2013-11-11,195.881225515,196.946469701,191.712851314,193.102301662,8948200.0,191.095869332,182.196711434,5.49686348371,8.79987214631,10.2033952382,185.599005848,196.592732815,49.9337572144,51622.7601301,4.40655905424,70.7445002353
2013-11-08,193.055994921,197.224369106,191.064442791,196.946468848,10010100.0,190.781588183,181.923371409,5.62790053678,11.9029945844,10.1592285659,185.153687647,196.40948872,57.7968496637,96594.5253334,4.21137380739,74.9718862622
2013-11-07,196.668571176,197.270672958,192.037054638,192.592850517,9590700.0,190.356481234,181.54682931,5.59443603298,9.81882824138,9.969046027,184.762045201,195.950917267,51.6393473844,-134990.072247,3.86069985198,76.3298228615
2013-11-06,195.557021261,197.085412488,194.538082969,195.232815096,7457400.0,190.005808797,181.269969493,5.75450688456,15.1218991499,9.79772978435,184.251301912,195.760315681,52.8523545532,-67482.3056652,3.66551451379,80.4771128052
2013-11-05,197.641206041,197.82645281,193.102301257,195.371753649,7776600.0,189.46574097,180.920001771,5.9519928021,18.212107992,9.44170487825,183.513748168,195.417733772,56.6978138823,-143003.834486,3.72175501553,83.770187611
2013-11-04,199.21590271,200.281170049,196.112795863,196.946468848,7393400.0,188.815308542,180.557779999,6.26932905913,23.7064468664,9.10436810866,182.545979483,195.084637601,63.4182775368,230392.7751,3.62912471083,86.7168899608
2013-11-01,195.418058463,199.632738538,194.862285737,199.123290242,12431800.0,187.968649725,180.147010428,6.71544283376,23.8542879743,8.84441209539,181.253206891,194.684092559,67.4641191846,503078.759832,3.60265824421,87.8977258943
2013-10-31,189.536053213,197.085411402,189.536053213,194.260181635,15587100.0,187.116710869,179.671384928,6.76087957763,17.8383474358,8.61239950591,180.355831291,193.877590446,63.7010404636,-6398.79071735,3.46040435816,88.0059610224
2013-10-30,195.464386094,195.464386094,190.879175459,191.898113729,13447500.0,186.479627032,179.305728235,6.90180596726,13.3550550789,8.49101289946,179.577821065,193.381432999,64.9484562274,-362741.263461,3.28837792185,89.7461031988
2013-10-29,197.039104742,197.178045609,193.982303787,194.769652345,13466300.0,186.002660779,178.990110016,6.97456277798,16.1804862884,8.42048634944,179.028098001,192.977223557,77.1703938199,-151211.046983,3.32145838227,91.192390707
2013-10-28,197.733815608,197.733815608,195.973853217,197.178042886,9402500.0,185.424786269,178.594608223,6.89108837495,19.2344587975,8.31432577485,178.533697894,192.315874644,80.1335739703,102786.021673,3.45047886354,88.546625862
2013-10-25,195.927532356,196.992781178,194.445447038,196.900146214,9192400.0,184.737841312,178.128829077,6.62980923484,18.1265211781,8.19389170915,178.108032077,191.367650547,73.9469647927,259509.533999,3.51333615088,85.5961504886
2013-10-24,192.685463213,196.066488826,191.527584074,195.001221492,8776600.0,184.090465555,177.658340806,6.27364725903,16.3659480276,7.94416656837,177.816818296,190.364112814,66.2079468973,86490.7006645,3.60927471136,83.6705015038
2013-10-23,192.083379501,194.399137774,190.554969777,191.296012425,8705800.0,183.505967411,177.223655168,5.97473758147,14.7358266539,7.65367903145,177.53122983,189.480704993,65.3061295546,-19968.6095944,3.63243061076,83.5632684426
2013-10-22,193.380200384,194.39913866,192.453892439,193.148629187,9749700.0,182.979687888,176.870942623,5.91180903874,18.80187779,7.50898865622,177.067878849,188.891496927,64.8986018301,72015.0098242,3.63243038099,82.9659020351
2013-10-21,191.064440752,191.944419631,190.693928692,191.898113729,7019200.0,182.308192253,176.462955236,5.78033374477,16.1218614976,7.19290578509,176.527858508,188.088525998,61.7460252799,-94153.321438,3.62250641571,82.7050053483
2013-10-18,192.778099298,193.750731675,191.24970809,191.666544582,9980100.0,181.732411485,176.076085152,5.5895006077,20.3171659897,6.82109813853,176.142910877,187.321912093,64.2433356477,12017.9891469,3.77137692136,83.1739783016
2013-10-17,190.971806147,193.797035871,190.462339327,193.658095006,9668900.0,181.006798414,175.685322572,5.57084317917,24.7988392556,6.4938339738,175.435955235,186.577641593,71.2418218441,334860.204607,3.95002113027,83.6469135067
2013-10-16,190.23076877,192.083380025,188.980254668,191.38864791,15203000.0,180.121125583,175.234849195,5.4551021302,21.6993512121,6.09889756595,174.666023453,185.576227714,71.8438515254,203128.219764,4.01815258806,83.3322923208
2013-10-15,188.933952999,190.879180729,187.081337076,188.656052737,9956100.0,179.346148754,174.829966959,5.33513601446,18.6900675715,5.80831437276,174.01101274,184.681284769,72.8339368359,62880.6061882,4.06319902546,81.7653093914
2013-10-14,186.618193157,189.397093865,186.016091366,188.980257369,8076700.0,178.678646341,174.483427015,5.29624867755,16.6163788507,5.50325914735,173.382397664,183.974895019,69.3325305326,250677.435817,4.00602095441,78.5844077913
2013-10-11,182.959290583,187.915013367,182.774025286,187.127660173,9544000.0,178.085204239,174.120075386,5.02309110808,16.23940457,5.13902470523,173.062113131,183.108295347,65.3988151516,401098.152079,4.00826151537,75.809524007
2013-10-10,181.199306956,184.163472924,180.458264307,183.839266765,8734900.0,177.505225505,173.794050524,4.87571664863,15.9483839668,4.87230780487,172.629508856,182.380942153,57.8825099535,156362.193651,3.87161482534,73.8843676867
2013-10-09,181.477199996,183.005591179,178.003562619,179.115135843,9945000.0,176.935640363,173.542275095,5.03723943755,9.61029323245,4.56150809456,171.898400925,181.972879801,50.909458138,-199037.116994,3.67241520874,74.1255589211
