,OPEN,HIGH,LOW,CLOSE,VOLUME,14dSMA,28dSMA,60dSMA,14dEMA,28dEMA,60dEMA,14dSDev,28dSDev,60dSDev,14dMOM,28dMOM,60dMOM,30-60MACD,30-90MACD,60dBBand_low,60dBBand_high,28dBBand_low,28dBBand_high,14dRSI,28dRSI,PVT,14dATR,28dATR,14dSTOCH,28dSTOCH,OSC
2017-01-04,102.66194144,102.990124078,100.072934133,102.880718926,7547300.0,94.5459251514,95.0835755677,99.6611814265,98.0739499325,102.128731397,100.594582784,5.30793368321,4.19651465282,6.94322115812,3.974656396,6.59858962911,3.79499463395,-4.51348020412,-10.2632354268,92.7179602684,106.604402585,90.8870609149,99.2800902205,55.401388583,54.4526252286,253260.282414,4.47214194569,4.54537735882,46.6754594141,39.0311816203,66.9355216942
2017-01-03,99.8176809695,103.026581523,99.1977877237,101.677389879,7999000.0,94.2620211231,94.8479116524,99.5979315159,97.8299744956,102.109883423,100.568019161,4.91995676609,3.91850258754,6.93066947034,7.40235266775,5.86859840106,2.300392556,-4.73208095774,-10.7523348856,92.6672620456,106.528600986,90.9294090648,98.7664142399,59.2021886489,53.9994399656,-301163.151132,4.64665045893,4.60633862538,47.6809812057,37.4074972224,59.1829393357
2016-12-30,104.521635764,107.001237919,99.6353609281,99.6353609281,11055400.0,93.7332816469,94.6383188523,99.55959164,97.6346926232,102.120723532,100.555128895,4.43566168078,3.68996331152,6.92533184322,4.66748276351,5.21016192756,-1.70779681267,-4.93426686664,-11.2009462092,92.6342597968,106.484923483,90.9483555408,98.3282821639,56.0037459652,53.5828709709,688051.810366,4.53986113077,4.56322248795,46.3401541488,35.9374522502,43.9344862917
2016-12-29,96.7181819219,104.156992034,96.2806123639,104.011129437,12056600.0,93.3998900209,94.4522416406,99.5880549202,97.533145425,102.183017187,100.565816084,4.12226429708,3.55763595899,6.92915702156,5.10506690739,9.5495131035,3.90592401214,-5.00653900413,-11.6089516166,92.6588978986,106.517211942,90.8946056817,98.0098775996,56.6413703376,56.9837048886,1198302.25623,4.34711868597,4.44189546795,46.1153264296,34.6625486453,98.2391637457
2016-12-28,94.3115128882,95.2595887723,93.1081692552,94.9314061341,6141000.0,93.0352423847,94.1111876012,99.5229561867,97.2043447312,102.137196995,100.525783471,3.24354745633,3.02522567022,6.90520485403,-3.06303795655,-3.38968907577,-19.1917523882,-5.1129026933,-12.1028640966,92.6177513326,106.428161041,91.085961931,97.1364132715,44.9397590361,47.3161487708,73063.1567342,3.84182108717,4.38548761063,45.7605099438,32.1529677238,-196.669616888
2016-12-27,95.0408076398,96.6087950021,92.7070534954,94.2385797666,5521600.0,93.2540308101,94.2322479254,99.8428187265,97.3197114543,102.317804464,100.590787004,3.47624785192,3.12542706047,7.12975888553,-1.56798371585,-4.62867698978,-24.2174100366,-5.46056193791,-12.5883627841,92.7130598409,106.972577612,91.1068208649,97.3576749858,47.5315729047,46.3266249766,225382.555345,3.9486106758,4.42048290383,47.44335875,31.5126803395,-247.479450513
2016-12-23,90.1545255114,94.1291892003,90.0816033292,93.7645345316,4780600.0,93.366029647,94.3975578179,100.246442227,97.476099342,102.520303864,100.664596097,3.53516796148,3.24586373287,7.4838154997,-3.53707954506,-0.332970458246,-23.8176033608,-5.99146900841,-13.1915585025,92.7626267274,107.730257727,91.151694085,97.6434215507,44.6051155962,49.7526176935,177516.03857,3.91995850824,4.51260020916,48.2188738998,31.102491157,-211.256220012
2016-12-22,89.8992759948,91.6495797521,89.4252344063,90.0451385916,4498800.0,93.6186781859,94.4094496199,100.643402283,97.6644858959,102.739760323,100.74477095,3.68888917392,3.24406809454,7.7607211259,-7.6205868292,-0.37493407825,-28.1195635948,-6.12488527864,-13.3918087821,92.8826811572,108.404123409,91.1653815254,97.6535177145,37.0514927595,49.72126678,-43376.6355586,3.97153726379,4.70093522297,50.0749343757,30.2685036035,-415.334914973
2016-12-21,91.6495797521,91.9412976527,89.3158401936,90.446243412,5305600.0,94.1630058166,94.4228401227,101.112061676,98.0512183538,103.057941013,100.86909469,3.68325789635,3.2261104766,7.9564418104,-2.44973024228,-11.224604693,-25.0605075876,-5.91959342494,-13.2347031749,93.1556198659,109.068503487,91.1967296461,97.6489505993,46.3756190723,42.8145486081,-51117.6233645,4.20796601771,5.05321603993,54.1664920324,29.2984838194,-395.687095452
2016-12-20,89.0605870305,91.2120065476,87.893715428,90.8473591718,5776900.0,94.3379865482,94.8237188618,101.529736803,98.4372213189,103.374043275,100.990202388,3.54883995827,3.40604522888,8.04434032168,-2.66758152399,-19.4163168281,-27.4993895705,-5.79562765998,-13.2309225109,93.4853964811,109.574077124,91.4176736329,98.2297640907,46.0785859836,38.7504483715,5947.56836514,4.36633048219,5.30404718893,55.5280123213,29.038102127,-310.665380389
2016-12-19,91.0296792133,92.3788854431,89.5346249726,91.2849396692,6984000.0,94.5285280856,95.5171587485,101.988059962,98.8224572094,103.68801474,101.108056549,3.41613913372,4.39843272691,8.20713657312,-6.27154469072,-15.4105304856,-28.1541285196,-5.67349224251,-13.1939750207,93.7809233892,110.195196535,91.1187260216,99.9155914754,41.6639419309,41.3839113294,519136.267364,4.57922885822,5.48721801572,55.6899042894,30.4478440892,-556.471943052
2016-12-16,89.4252344063,91.3578618515,88.1854333286,90.8473591718,15641900.0,94.9764955635,96.0675348373,102.457295438,99.2050362635,103.998888043,101.222195669,3.36895659354,4.79548036563,8.38768098019,-6.34502842988,-17.4137573092,-32.9973494394,-5.41786391809,-13.0182723973,94.0696144574,110.844976418,91.2720544716,100.863015203,41.5497609567,40.3851817586,128422.506014,4.70896216102,5.56898904735,56.1672237945,31.2389758961,-581.005244701
2016-12-15,87.7843212153,89.7898854285,86.252802237,88.1125038535,11562600.0,95.4297118799,96.6894547412,103.007251262,99.6292438596,104.32852075,101.342745463,3.19293728588,5.20509828191,8.68987534673,-3.50910744487,-24.9183498082,-36.67886581,-5.23443826583,-12.8445744025,94.3173759149,111.697126608,91.4843564593,101.894553023,45.6548302626,36.5439692251,-1320709.93349,4.88806687961,5.71185625509,56.7702351345,32.3157793294,-734.337102244
2016-12-14,99.6718329587,100.948091481,90.8108944343,90.920288647,11934900.0,95.6803624117,97.5793958057,103.618565692,100.213794871,104.734962435,101.496473465,2.66910483036,5.78252049603,8.91161313671,0.827909987865,-21.9285148123,-23.3849310171,-5.09038881735,-12.6562357346,94.7069525551,112.530178828,91.7968753097,103.361916302,51.0586853098,37.8128903707,-553526.700815,4.72372330344,5.64398847402,57.3714321718,34.4303558944,-194.268734591
2016-12-13,94.1656502914,99.1613156931,93.8010065621,98.9060625301,8348700.0,95.621225984,98.362557049,104.008314542,100.685502008,105.081216347,101.619362813,2.78915300454,6.30828734099,8.85805020865,2.62393323311,-11.8673576829,-16.4186419136,-4.72491357047,-12.4226885308,95.1502643334,112.866364751,92.0542697081,104.67084439,53.5168813295,42.9407715665,357211.302852,4.61861277195,5.39767891524,58.010967744,36.1823357496,2.34259280328
2016-12-12,95.9888871703,96.1347497671,93.8010065621,94.2750372112,7250700.0,95.4338021816,98.786391252,104.281958574,100.775820374,105.235991711,101.650889844,2.63536193378,6.73068028576,8.95087629256,-1.53375426669,-19.3019743505,-20.4306856051,-4.61997048671,-12.468152644,95.3310822814,113.232834867,92.0557109662,105.517071538,47.6864457524,38.2631654429,-418162.810215,4.56602679183,5.45721016045,53.8998756697,36.6146212085,-2098.90828832
2016-12-09,97.957986646,98.1403066874,94.2385797666,94.9678781646,9173500.0,95.5433560578,99.4757474788,104.622470001,101.105778276,105.510719398,101.736593123,2.61528899384,7.22203351788,8.95235268935,0.542679164057,-15.2957978353,-23.1604176278,-4.62899739327,-12.6315819661,95.6701173114,113.57482269,92.2537139609,106.697780997,50.8018808096,40.9864265707,-309211.356185,4.58658384512,5.5598146909,52.3006127822,37.7870558177,-39.2857641318
2016-12-08,98.3955598505,99.598899837,97.4474803199,98.9060625301,6025500.0,95.5045932604,100.022025973,105.008476961,101.417317454,105.774967406,101.815241803,2.62846312822,7.44352189197,9.02800596091,4.44444619611,-5.31351028681,-17.0376089552,-4.77822143111,-12.8864620543,95.9804710003,114.036482922,92.578504081,107.465547865,57.4232149883,46.9446643489,252963.225347,4.53667224993,5.63238642376,49.9756332916,38.2400494079,22.1146895553
2016-12-07,97.3745508448,99.4530372402,96.6452524467,97.9944440906,8622600.0,95.1871328178,100.211794197,105.29243711,101.544780313,105.947131093,101.849044838,2.44825701317,7.4816520752,9.10046527176,-0.326651119223,-4.07692175254,-19.4784673268,-4.78797064335,-13.0941184032,96.1919718387,114.392902382,92.7301421223,107.693446273,49.5033280018,47.6885891646,85497.010177,4.92915413408,5.73109931466,45.3112879344,37.56499298,31.8981752611
2016-12-06,97.1922308034,98.8696050855,95.3689939245,95.8065634824,7251000.0,95.2104650406,100.357398546,105.617078233,101.724983446,106.146458926,101.893833141,2.47843954363,7.47657063291,9.18276698664,-3.06069327392,-11.3258271581,-26.454306545,-4.75825279385,-13.1630234273,96.4343112459,114.799845219,92.8808279128,107.833969179,45.1016789252,43.7814148501,-146073.705236,4.89235513186,5.89084984745,42.3478643597,36.7501956944,5.54644249147
2016-12-05,94.4980189532,99.0857213885,94.2795682021,97.3016140767,9297200.0,95.4290859887,100.761892373,106.057983342,102.025382549,106.405620257,101.964563807,2.66317153414,7.52744390859,9.33752691922,3.20410908682,-11.3235991626,-21.1021509293,-4.86289528663,-13.2678656658,96.7204564224,115.395510261,93.2344484642,108.289336281,54.6413533535,43.7824860397,412487.702801,5.10524191008,5.88416142812,40.7519708448,36.7545621218,26.2603429072
2016-12-02,93.9154557221,97.993403371,92.4590554703,97.6657254208,8708700.0,95.200221054,101.166306629,106.409685857,102.265145159,106.633804998,102.018744673,2.62730795774,7.63802374758,9.39933081976,7.24565275095,-8.22871655074,-29.0708337899,-4.86627301527,-13.2902610111,97.0103550374,115.809016677,93.5282828811,108.804330376,59.5765226345,45.5962621026,357168.831788,5.43033318214,5.86465579421,37.2279352621,36.7586767428,-73.3972243508
2016-12-01,92.2769916119,95.0077626138,90.165202652,92.8959736543,13594400.0,94.6826744289,101.460189363,106.894199754,102.498596244,106.858582845,102.069324321,2.8114717748,7.65662845263,9.68586029094,-8.77487445076,-14.8553840278,-35.659971759,-4.93449647294,-13.2264943142,97.2083394627,116.580060045,93.80356091,109.116817815,40.0986074027,41.7940505505,-620383.485683,5.89846606214,5.81134087307,31.5118129009,36.4130536719,-201.866349954
