,OPEN,HIGH,LOW,CLOSE,VOLUME,28DSMA,28DEMA,28DSDEV,28DMOM,30-90MACD,28DBBAND_LOW,28DBBAND_HIGH,14DRSI,PVT,14DATR,14DSTOCH
2014-01-02,231.497326091,233.195016459,229.188467191,230.750342329,6257600.0,216.213090741,213.261118581,9.63870261369,26.29724041,2.7069512672,206.574388127,225.851793354,88.4765610352,-21783.2212357,4.94755549762,77.1696532601
2013-12-31,232.176418739,233.466649819,231.089896921,232.719666068,6645100.0,215.273903583,212.82276497,9.44906717103,26.5870560653,2.14773931971,205.824836412,224.722970754,81.0375863993,44949.5125373,5.13672671636,71.236286247
2013-12-30,231.633152741,232.99131185,230.546630887,231.633152741,4259100.0,214.324365866,212.324064824,8.95390398614,23.8210346559,1.56534052632,205.37046188,223.278269853,75.5252573327,22194.7348339,5.25007613261,67.1117424572
2013-12-27,230.410814052,231.565257097,227.219142542,230.88616057,4079000.0,213.473614629,211.840097751,8.36040979276,23.4099457304,1.04660234555,205.113204836,221.834024421,70.5043452012,118853.32033,5.36817073977,64.2090089016
2013-12-26,227.694521998,231.701044134,227.490778781,230.410813026,6959700.0,212.637545138,211.362723196,7.6989751797,24.076651298,0.405511135486,204.938569959,220.336520318,69.2410285656,121700.564375,5.33125333016,62.3012172397
2013-12-24,225.725189328,227.287057657,225.657268133,226.81171115,3750300.0,211.777664735,210.885297835,6.9483396856,24.9786431434,-0.157369240829,204.829325049,218.72600442,60.9383038272,157743.087485,5.33231217237,60.7461384597
2013-12-23,224.095398282,229.052654199,223.484229743,226.13261995,8121000.0,210.885570337,210.486114835,6.53801873745,23.090298627,-0.609898338306,204.347551599,217.423589074,63.4032459071,179516.65852,5.73414574941,60.9506758117
2013-12-20,222.126071501,224.095399143,220.903761585,222.126071501,8972100.0,210.060916814,210.093947515,5.97567953803,16.6652598431,-1.10528724755,204.085237276,216.036596352,65.9936682573,81969.5575142,5.90639576188,61.5059340497
2013-12-19,219.749318143,221.582823759,217.032999944,221.311186507,6595900.0,209.465728963,209.792371809,5.54379930572,16.79089253,-1.57362749237,203.921929657,215.009528269,65.0121831938,-20952.1249495,5.99992692531,58.4569001567
2013-12-18,220.76793154,222.533522696,215.878576588,219.681416517,11968900.0,208.86605423,209.503661796,5.10585567546,17.1093581093,-1.93650163072,203.760198554,213.971909905,63.9525929912,975690.83187,5.86208465028,55.8058773619
2013-12-17,216.693470607,224.299143967,213.026452554,220.971657203,21486300.0,208.255005726,209.248564394,4.77676185512,15.7123728256,-2.24961033333,203.478243871,213.031767581,61.1382578013,1496334.86421,5.66025075662,53.5244274379
2013-12-16,205.284986836,211.532500971,204.402208217,210.717616386,12500200.0,207.693849553,208.954734311,4.10291350752,4.7193742004,-2.42276890179,203.590936046,211.796763061,49.2174718133,425795.737064,4.958863832,52.6146930759
2013-12-13,204.130576815,205.081276655,202.093348323,203.383586244,6821600.0,207.525300475,208.910549061,4.07090740669,-7.45164476091,-2.41730256439,203.454393068,211.596207882,43.5462330378,-19966.340124,4.77028315219,55.3338507711
2013-12-12,204.470101549,205.08127008,201.550074125,204.130570267,7504200.0,207.791430645,209.049078028,4.03351922405,-5.29388014074,-2.23734430172,203.757911421,211.824949869,48.3137944806,-234208.151549,4.81118466752,59.9301203414
2013-12-11,209.291539255,209.291539255,202.636592924,203.994752027,9694100.0,207.980497793,209.172356549,3.97927242538,-6.70611930881,-1.81182366969,204.001225367,211.959770218,49.3668897166,-299490.184337,4.79408793967,61.7247096255
2013-12-10,211.57421391,211.977309177,208.013664451,209.155722922,5273900.0,208.220002054,209.302129127,3.93202691447,-9.87551306867,-1.31749170398,204.287975139,212.152028968,54.6201226919,-111850.093193,4.68342676719,63.4487009174
2013-12-09,214.127079802,215.336332052,211.238326588,211.574221406,4440600.0,208.572698949,209.305798683,4.43039462172,-9.7411452514,-0.964697641727,204.142304327,213.003093571,55.8823649325,-66082.0279973,4.65463617565,62.70145232
2013-12-06,216.008123144,216.948640733,213.119369912,214.059887502,5796700.0,208.920596994,209.248942455,5.01827852841,-6.51649690277,-0.629909011848,203.902318465,213.938875522,61.0360426194,-121776.74052,4.5970516161,61.0995441806
2013-12-05,216.679911851,217.150174004,212.985001659,214.597342474,7099600.0,209.153329026,209.128359908,5.40189506929,-6.78519994353,-0.301802014303,203.751433957,214.555224095,63.576177559,121138.35287,4.57785915202,58.2773036951
2013-12-04,214.664503751,218.76250913,211.507049527,217.889158435,14296600.0,209.395657595,208.99128417,5.79317871272,-0.671822789441,-0.00606515738718,203.602478883,215.188836308,75.3715440436,561260.55251,4.62584642719,54.8413391338
2013-12-03,205.527987065,214.866069937,205.527987065,214.462974657,9415900.0,209.419651267,208.768265964,5.83092747323,-2.6872015249,0.270400995106,203.588723793,215.25057874,69.4063806814,328085.252147,4.32833412629,48.4495752108
2013-12-02,208.215204652,210.566508676,206.065434831,207.140319741,3687700.0,209.51562275,208.625532578,5.93813887878,-12.0252840667,0.449767771381,203.577483871,215.453761628,53.4246557134,-1759.9742934,3.93484749721,42.2396009386
2013-11-29,208.483932136,209.491623302,206.871591337,207.409047227,2326300.0,209.94509718,208.662758267,6.18952471787,-6.38211278862,0.814925012789,203.755572463,216.134621898,55.7333320396,-74411.9973311,3.87726629598,40.3539588288
2013-11-27,209.760351711,210.096246528,206.670064311,207.140319741,4852300.0,210.17302978,208.694181546,6.21015237096,-7.1211194867,1.15442317083,203.962877409,216.383182151,58.4999987871,-98062.9433798,3.99243109653,38.0165714401
2013-11-26,211.641387693,214.194252801,210.432142164,210.499335907,5408200.0,210.427355476,208.733127868,6.22714628973,-2.35129827862,1.4191724062,204.200209186,216.654501766,59.9999688995,97439.6624025,4.10279868423,35.0557149446
2013-11-25,207.610583729,212.313211968,206.804426758,211.30549392,6889100.0,210.511330415,208.688859255,6.24398413605,-1.00771788728,1.50044569627,204.267346279,216.755314551,60.1542561534,173227.857051,4.05481131,30.3590976552
2013-11-22,204.923356001,208.349571805,204.789022259,207.744942325,4682600.0,210.547320339,208.623275369,6.2516307095,-1.74667569469,1.6330661253,204.29568963,216.798951049,44.3627572663,74691.1252964,4.04521364084,24.060537753
2013-11-21,204.318733947,206.065435368,202.773593603,205.32645199,4573400.0,210.609701614,208.645290095,6.23131328305,-5.77750650159,1.95059427153,204.378388331,216.841014897,42.2391880281,-11371.5923841,4.03561644853,20.7525720825
2013-11-20,206.804426109,208.752634866,203.64694495,204.453101919,3793400.0,210.816041132,208.728474157,6.14494551889,-9.20371472455,2.26923766793,204.671095613,216.960986651,38.3458607761,-81236.4753706,4.14118646173,19.3215501911
2013-11-19,207.812117687,208.954196348,205.393619904,206.132610002,6227400.0,211.144745229,208.835632993,6.03719124036,-4.83698881983,2.43185830835,205.107553989,217.181936469,30.7228815892,-42493.5072155,4.70742240271,18.9866037532
2013-11-18,207.879311829,209.625986387,206.334164757,207.812118085,4839700.0,211.31749483,208.903382134,5.95713359113,2.14977099805,2.55292678095,205.360361239,217.274628421,30.1775051669,49628.3444816,4.76020500255,22.3295502119
2013-11-15,205.662339883,207.879303387,204.318727064,207.476214839,7550700.0,211.240717294,208.930733807,6.01753263254,1.20924516785,2.74118341748,205.223184662,217.258249927,30.9941368374,193730.089097,4.67382983773,26.7903955584
