,OPEN,HIGH,LOW,CLOSE,VOLUME,30dSMA,90dSMA,120dSMA,30dEMA,90dEMA,120dEMA,30dSDev,90dSDev,120dSDev,30dMOM,90dMOM,120dMOM,30-90MACD,30-120MACD,120dBBand_low,120dBBand_high,90dBBand_low,90dBBand_high,30dRSI,90dRSI,120dRSI,PVT,30dATR,90dATR,120dATR,30dSTOCH,90dSTOCH,120dSTOCH,OSC
2014-12-31,195.971112017,196.259847335,192.939391177,193.661229472,4162102.0,199.737183015,187.050153139,186.123553381,190.725579822,185.690247797,181.323078761,5.05730060356,12.3514222009,10.9884599711,-8.84973749903,4.64863862102,15.8371321965,12.6870298763,13.6136296345,175.13509341,197.112013352,174.698730938,199.40157534,44.7218873773,50.9674317991,52.5432373534,-73677.5608381,4.39455154112,4.27199943945,4.02869983184,65.6070281514,56.2507525746,42.7002985772,-1559.95193037
2014-12-30,194.960538403,196.765134141,194.383067767,195.249273721,3887090.0,200.032174265,186.998501599,185.991577279,190.656962264,185.628619736,181.25158032,4.94758200536,12.3331715972,10.992273199,-3.29158262607,10.4955288121,18.1470147411,13.0336726665,14.0405969861,174.99930408,196.983850478,174.665330002,199.331673196,48.0910917616,52.1602186961,52.922304366,-64617.46784,4.42101894527,4.28964437555,4.01847378932,68.0105750774,55.9472983318,42.192885639,-1614.34794623
2014-12-29,196.259847335,198.714097538,196.115479676,197.270420948,3788896.0,200.141893686,186.881884612,185.840352156,190.549622072,185.554237134,181.170464822,4.87380473153,12.3038650918,10.9886683771,-0.837332422421,13.5272496519,18.2191985706,13.2600090741,14.3015415298,174.851683779,196.829020534,174.57801952,199.185749704,49.5052882975,52.7958465119,52.9346107339,-6325.78806334,4.41861281762,4.2808219075,4.02448910845,70.182421793,55.4953753253,41.65570594,-667.476096184
2014-12-26,197.703523925,199.363752004,197.414788607,198.569729879,2521463.0,200.169804767,186.731581838,185.688525502,190.392530845,185.463652814,181.077166697,4.85916909513,12.2580724205,10.9552292652,0.534160338441,13.5272496519,20.5290811152,13.4382229288,14.4812792653,174.733296236,196.643754767,174.473509418,198.989654259,50.3202354163,52.7958465119,53.3097476957,15844.8278475,4.41380056232,4.2792178224,4.03050442758,72.0865367551,54.9798916451,41.1173727281,-1026.32774184
2014-12-24,197.775707755,198.49754605,197.053869459,197.126053289,1434379.0,200.151999422,186.581279064,185.517449826,190.201397878,185.362322439,180.975798311,4.866207948,12.1940528627,10.9125944154,2.98841054209,12.8775951862,12.5888598681,13.5707203581,14.6345495967,174.60485541,196.430044241,174.387226202,198.775331927,51.7403732975,52.6687410244,51.9970685233,-68985.4892684,4.50042115775,4.27520760965,4.07742391676,73.8899017335,54.4789696638,40.5493054587,-1069.0076301
2014-12-23,199.075016686,199.652487322,197.198237118,197.486972437,5253929.0,200.052385738,186.438194673,185.41254266,190.03954173,185.271370472,180.882208335,4.95997032678,12.1443821348,10.860444717,16.1980513441,15.3318453898,10.5677126416,13.6141910643,14.6398430775,174.552097943,196.272987377,174.293812539,198.582576808,58.2354668233,53.1547053232,51.6657564173,-73365.7957426,4.94314864546,4.28804029045,4.08945455502,75.7585269305,53.9803420611,40.08310665,-1026.50672333
2014-12-22,201.745818378,201.745818378,199.291568174,200.01340647,4857249.0,199.512450693,186.267840836,185.324478388,189.865466289,185.17692482,180.785984306,6.01772734092,12.0950880973,10.8044145891,18.3635662296,20.7456326038,15.6205807079,13.2446098572,14.1879723047,174.520063799,196.128892977,174.172752738,198.362928933,59.5466826779,54.262324257,52.4622246496,-74029.804754,4.94074251781,4.2920505032,4.08704842737,77.4994530882,53.4159685419,39.6427554938,-840.133589484
2014-12-19,200.085590299,202.323289014,199.363752004,200.302141788,7506849.0,198.900331819,186.037333807,185.194306882,189.628269431,185.062215659,180.674561839,6.84246234704,12.027679332,10.7197217106,19.8794266495,19.662875161,15.3318453898,12.8629980118,13.7060249363,174.474585172,195.914028593,174.009654475,198.065013139,60.2348743868,54.0219702339,52.4145143689,158465.349784,4.95758541137,4.2904464181,4.09607140606,78.4188587985,52.7259590708,39.1373968559,-818.898944911
2014-12-18,199.075016686,202.106737526,198.353178391,202.106737526,6712492.0,198.237684264,185.818857416,185.066541504,189.378779492,184.94438722,180.560820236,7.62039828735,11.9439466821,10.6291276585,19.3741398429,23.9939049321,18.1470147411,12.4188268475,13.1711427596,174.437413845,195.695669162,173.874910734,197.762804098,59.9230996747,54.8934165587,52.8650225646,352890.46095,4.96961604962,4.2904464181,4.08343923589,79.193801724,52.0699756061,38.6357038765,42.2001512432
2014-12-17,193.733413302,196.765134141,193.228126495,195.53800904,7062279.0,197.591879602,185.552258472,184.915316381,189.081277575,184.811695413,180.435961634,8.08781514034,11.8436636352,10.5131117421,16.3424190031,18.8688530363,11.2895509368,12.0396211297,12.676563221,174.402204639,195.428428123,173.708594837,197.395922108,58.6385836386,53.9303542431,51.8184354944,308671.697325,4.89502609245,4.24472999274,4.04855038496,79.9334122361,51.31105643,38.097747476,-26.6515227723
