,OPEN,HIGH,LOW,CLOSE,VOLUME,14dSMA,28dSMA,60dSMA,14dEMA,28dEMA,60dEMA,14dSDev,28dSDev,60dSDev,14dMOM,28dMOM,60dMOM,30-60MACD,30-90MACD,60dBBand_low,60dBBand_high,28dBBand_low,28dBBand_high,14dRSI,28dRSI,PVT,14dATR,28dATR,14dSTOCH,28dSTOCH,OSC
2017-01-04,221.889815846,222.13407371,219.142001886,220.088471343,7101800.0,218.823596841,216.09975315,221.966555111,219.86463874,228.484668087,243.259462607,1.70978915959,5.76237035182,13.9925421695,-1.22126449457,18.8073958119,-19.0058584337,-6.79263305686,-16.6948452824,207.974012941,235.95909728,210.337382798,221.862123501,47.3614635297,65.3692860269,61086.386264,4.0039825117,4.46522592896,66.0896395059,62.356503877,239.581155918
2017-01-03,219.569444816,222.225667445,217.70702209,221.920355798,5922800.0,218.910830019,215.428060442,222.283319418,219.853277749,228.695112142,243.528696557,1.80764129002,6.34672026373,14.1633904027,1.89293570089,18.7768579027,-17.4473960787,-7.6905129089,-17.736263512,208.119929015,236.446709821,209.081340178,221.774780706,54.1891582692,65.3366759849,114251.781103,4.13483144918,4.50775178402,67.7403069784,60.2147690851,150.475148981
2016-12-30,217.676481946,218.745080333,216.149908459,217.523839863,4326100.0,218.775620326,214.757458374,222.574109353,219.748359816,228.864916071,243.779773383,1.62698295976,6.62137936592,14.333892866,-3.72482015632,14.8688348643,-20.9628524826,-8.60007413064,-18.9094193835,208.240216487,236.908002219,208.136079008,221.37883774,40.4088442291,62.97284874,-7464.08776524,4.07595001758,4.45977508513,68.1715863153,57.9289674775,213.066467387
2016-12-29,217.462764246,219.233595616,217.218509432,217.79861347,3580000.0,219.041678909,214.226428557,222.923490227,219.861268971,229.149171209,244.084852635,1.70902371565,6.97793523431,14.4636011016,2.71729952461,14.4413962843,-20.7488536764,-9.39216192562,-19.9587366923,208.459889126,237.387091329,207.248493323,221.204363792,55.3679152125,62.5066316102,-13841.0972898,4.42051978065,4.46413683274,70.9751082147,56.2250430886,-200.056876293
2016-12-28,218.714564855,218.928285144,216.699475634,217.920740533,3390700.0,218.847586086,213.710664404,223.269304455,219.965962431,229.433663994,244.390284021,1.99194102115,7.23316323381,14.5865149571,-4.54918398004,13.6781082789,-23.269883706,-10.1409914709,-20.9899520699,208.682789498,237.855819412,206.477501171,220.943827638,43.017808632,61.6910419506,-5648.65318951,4.96790454507,4.45868445686,71.7987520062,54.5255047271,-193.598941095
2016-12-27,217.645946347,219.996881748,217.493304263,218.684028539,2947700.0,219.172527799,213.222160537,223.65713585,220.06977102,229.722226348,244.697845302,2.19029065135,7.39829971182,14.7503291962,-0.396900670854,12.9758745906,-28.2790437909,-10.8382085608,-21.8924238708,208.906806654,238.407465046,205.823860826,220.620460249,49.4362648006,60.9592652777,19739.1111386,5.271038208,4.47722120233,74.7885133819,52.862699383,-153.23717095
2016-12-23,217.157456699,218.714567785,216.85214505,218.22605205,2754200.0,219.200877846,212.758736445,224.128453247,220.14010665,229.998890078,245.000111293,2.18604591069,7.4497218515,15.0377304825,3.51112543917,9.5868823584,-30.4383891151,-11.7369669946,-22.9105463221,209.090722764,239.166183729,205.309014593,220.208458296,54.4886922626,57.772284585,-72356.028395,5.48257828582,4.57644883305,77.1336409369,51.1826436003,44.9713010565
2016-12-22,219.447315854,220.088473672,216.272039915,217.1574556,5850400.0,218.950083172,212.416347789,224.635759732,220.237257628,230.293966985,245.311210876,2.48715560436,7.40933458676,15.3455131834,3.57217668463,11.2966581797,-33.420998628,-12.4335686881,-23.7081017468,209.290246549,239.981272915,205.007013202,219.825682376,54.5596238905,58.9113848857,-85104.1120329,5.6548632243,4.73782978462,79.6405149051,49.7441182886,8.85711040356
2016-12-21,219.416778868,221.431865056,217.920742938,220.393782859,5808100.0,218.694927695,212.012895711,225.192776376,220.393578027,230.623223291,245.638341754,2.8429861016,7.44906638609,15.672541047,9.43421431386,7.84658705759,-31.339149929,-13.2175362825,-24.5555235725,209.520235329,240.865317423,204.563829325,219.461962097,62.2327753133,55.8702620284,-6803.73333178,5.78789359331,4.87085986123,82.1524497902,48.2856559426,40.7586596705
2016-12-20,220.790706903,224.637656868,219.844216064,220.36324495,6109100.0,218.021055244,211.732660459,225.715095541,220.39356763,230.879616154,245.931669399,3.46038709311,7.267480198,16.0280815828,9.00677573385,10.0143178668,-29.4252873749,-14.3830517383,-25.7839068558,209.687013959,241.743177124,204.465180261,219.000140657,61.5686302049,57.256637046,28087.14917,5.72028710299,4.86976923229,83.1281196114,46.7827263593,38.1549112542
