,OPEN,HIGH,LOW,CLOSE,VOLUME,30DSMA,90DSMA,120DSMA,30DEMA,90DEMA,120DEMA,30DSDEV,90DSDEV,120DSDEV,30DMOM,90DMOM,120DMOM,30-90MACD,30-120MACD,120DBBAND_LOW,120DBBAND_HIGH,90DBBAND_LOW,90DBBAND_HIGH,30DRSI,90DRSI,120DRSI,PVT,30DATR,90DATR,120DATR,30DSTOCH,90DSTOCH,120DSTOCH,OSC
2014-12-31,168.131063918,168.797049313,165.200728178,165.533720875,24178055.0,168.022286303,170.758746295,171.545349045,169.787866284,167.757755725,165.62519859,6.90730883734,5.1151817338,5.20667414781,-15.0512699378,-2.99693427966,-11.3883502627,-2.73645999165,-3.52306274209,166.338674897,176.752023193,165.643564561,175.873928029,36.7058823529,48.8811536549,46.8554615668,-482054.732902,3.28774790235,2.96289502611,2.95919510725,38.890339436,32.7718041322,46.3003886863,62.6330293812
2014-12-30,168.863647853,169.596231788,168.464056616,168.797049313,12369660.0,168.523995301,170.792045565,171.640251964,169.88730222,167.774950967,165.625728695,7.25803662779,5.09048042465,5.19996275489,-12.1209341977,-0.665985395479,-7.72543058756,-2.26805026349,-3.11625666301,166.440289209,176.840214719,165.70156514,175.882525989,38.7096774194,49.7469635628,47.8325859492,-44601.1750112,3.22780921676,2.94439543179,2.94365544802,40.5624705836,32.5543003105,46.7822503133,164.098165063
2014-12-29,168.730450774,170.062421565,168.397458076,168.996844932,12708068.0,168.928026441,170.799445402,171.704630552,169.912785673,167.767048559,165.607351149,7.60293256809,5.0880312593,5.2122745415,-9.98978093219,0.266394158192,-7.19264227118,-1.8714189613,-2.77660411132,166.492356011,176.916905094,165.711414143,175.887476662,40.9855769231,50.1008064516,47.9835698282,65649.2004277,3.31216736685,2.9495753182,2.95586518027,41.8732326147,32.246325371,47.1726597844,90.6889229543
2014-12-26,168.597253695,169.796027406,168.131063918,169.396436169,11486762.0,169.261019139,170.796485467,171.764569238,169.934194773,167.75754032,165.587709269,7.82166991536,5.08916905462,5.22222112209,-8.19162036439,0.998978093219,-6.19366417796,-1.53546632847,-2.50355009917,166.542348116,176.98679036,165.707316413,175.885654522,42.7390791027,50.378214826,48.2655725476,71185.8145513,3.39208561431,2.93995552915,2.95364522895,43.1946611861,31.896417452,47.5505516058,133.031395744
2014-12-24,168.397458076,169.529633248,167.79807122,167.997866839,8831944.0,169.534073151,170.785385711,171.816183106,169.946764285,167.744869105,165.565637918,7.96817278166,5.09334464877,5.22922184819,-7.59223350846,-1.5317664096,-7.59223350846,-1.25131255973,-2.28210995518,166.586961258,177.045404954,165.692041062,175.878730359,43.3411214953,49.4188984336,47.8571428571,114591.720236,3.43870459199,2.94661538311,2.9564201681,44.4276928603,31.5148228252,47.9049015569,-29.3063658521
2014-12-23,168.730450774,169.32983763,167.664874141,168.464056616,19399224.0,169.787147601,170.802405337,171.879451719,169.992317603,167.742913038,165.551543264,8.03796097433,5.08647998303,5.22856499548,-7.25924081072,-1.6649634887,-5.92727001977,-1.01525773622,-2.09230411746,166.650886723,177.108016714,165.715925354,175.88888532,43.5957696827,49.3690055528,48.3339573194,422604.269302,3.45868415386,2.95179526952,2.9564201681,45.4476777774,31.242596992,48.2946050434,642.254808613
2014-12-22,165.999910652,168.131063918,165.400523796,167.265282904,22690749.0,170.029122295,170.820904932,171.928845636,170.028039011,167.737337474,165.534665351,8.10573750508,5.08090451202,5.22402414057,-7.05944519208,-3.99591237288,-5.99386855931,-0.791782636848,-1.8997233406,166.704821495,177.152869776,165.74000042,175.901809444,43.793911007,48.4848484848,48.3146067416,332247.077761,3.49642332627,2.96659494497,2.95031530197,46.4361141776,30.9789322873,48.6456422977,222.354973604
2014-12-19,164.80113694,166.665896048,163.935355926,165.200728178,40198284.0,170.264437135,170.865303958,171.97879454,170.092615373,167.740987192,165.524636462,8.12518151169,5.06692465038,5.20768861727,-7.85862766665,-4.59529922881,-6.79305103389,-0.600866823477,-1.71435740553,166.771105923,177.186483157,165.798379308,175.932228608,42.9928741093,48.2496194825,48.0812641084,1369020.14778,3.49642332627,2.95845512347,2.93921554538,47.3023786321,30.8164664415,49.0015942907,330.170135867
2014-12-18,161.737604121,165.000932559,160.605428949,165.000932559,37622694.0,170.52639139,170.916362838,172.035403299,170.206957816,167.760627363,165.526513507,8.08286925108,5.03223637874,5.17017624176,-9.39039407626,-4.46210214971,-6.19366417796,-0.389971448242,-1.50901190859,166.865227057,177.205579541,165.88412646,175.948599217,41.792782305,48.3020780537,48.2564679415,1975664.84387,3.5008632289,2.95253525329,2.93755058189,48.1783213168,30.6708971641,49.3813596866,359.057055716
2014-12-17,156.409720957,160.272436251,156.01012972,159.406655237,28939737.0,170.839404526,170.965941751,172.087017167,170.328642888,167.78196412,165.529559249,8.04324132002,4.99514537984,5.1301215117,-14.1188903842,-8.92420429942,-12.1209341977,-0.126537225141,-1.24761264086,166.956895655,177.217138679,165.970796371,175.961087131,36.5482233503,46.4847848898,46.4837712519,519888.335674,3.36988610112,2.90739624315,2.90314133646,49.3351840619,30.5181509827,49.7482544406,260.175860819
