,OPEN,HIGH,LOW,CLOSE,VOLUME,30DSMA,90DSMA,120DSMA,30DEMA,90DEMA,120DEMA,30DSDEV,90DSDEV,120DSDEV,30DMOM,90DMOM,120DMOM,30-90MACD,30-120MACD,120DBBAND_LOW,120DBBAND_HIGH,90DBBAND_LOW,90DBBAND_HIGH,30DRSI,90DRSI,120DRSI,PVT,30DATR,90DATR,120DATR,30DSTOCH,90DSTOCH,120DSTOCH,OSC
2014-12-31,162.539697206,162.717666634,159.692186355,159.751509497,1566780.0,157.29025822,151.785180433,148.269597616,151.819867027,140.018557489,135.463874498,3.71964039485,5.92116979656,8.07310810666,4.44923570457,19.2899085769,29.839540792,5.50507778745,9.0206606045,140.196489509,156.342705722,145.864010636,157.706350229,54.9277266754,56.9823205211,58.6406321576,-21347.277204,2.91705075712,2.88420331328,2.74369535115,72.5637673518,85.6867841579,87.3314267576,-56.5441782526
2014-12-30,161.402670303,162.391389349,160.493048781,161.610301303,1136152.0,157.141950363,151.570848115,148.020934776,151.634473673,139.865991168,135.323130176,3.70679935815,5.97841530429,8.17537916758,6.25859155776,21.4650904769,33.0627648802,5.57110224815,9.12101558762,139.845555608,156.196313943,145.592432811,157.549263419,57.2210814511,57.8574013753,59.6014700815,2250.17028319,2.88112729847,2.87420626515,2.74122355354,73.0362015362,85.7664858643,87.0826136732,46.6498435103
2014-12-29,161.471880636,162.84620011,160.730341352,162.084886445,1229873.0,156.933330645,151.33234711,147.745411735,151.401299755,139.697873899,135.170798451,3.62179046362,6.00152052972,8.27013200733,6.47610974776,23.0470409497,32.3014512152,5.60098353486,9.1879189097,139.475279728,156.015543742,145.33082658,157.33386764,57.5097454712,58.3975790763,59.3390886742,2844.20301226,2.85805718741,2.88035829477,2.7512755305,73.1162463255,85.757935565,86.7118092978,36.2846705131
2014-12-26,161.98601454,162.381502158,161.303798399,161.353234351,1016252.0,156.71746032,151.076268877,147.476232975,151.151582754,139.524787511,135.014833494,3.49492999681,6.02919857328,8.32498120081,5.80378079685,22.3845991892,31.3325065506,5.64119144271,9.2412273449,139.151251774,155.801214176,145.047070304,157.10546745,56.8367109248,58.1957717926,59.0849148558,-1065.77835005,2.85311359218,2.87420626515,2.74765022733,73.1345806069,85.6800029985,86.3451182011,40.9410770356
2014-12-24,162.500148444,162.63856911,160.918197971,161.788270731,697700.0,156.52400096,150.827551108,147.215128754,150.913130451,139.356019673,134.862204296,3.38848240884,6.06210487518,8.37727747599,4.55799479957,22.2362913324,28.9299192701,5.69644985158,9.30887220626,138.837851278,155.59240623,144.765446233,156.889655984,55.2161122426,58.1326390396,58.2730151549,17000.2117785,2.90123125239,2.87838085668,2.77203863045,73.3010916557,85.6375819479,85.9873848251,54.3631633755
2014-12-23,161.244475256,161.995901731,160.641356638,161.402670303,2346066.0,156.3720678,150.580481205,146.974046093,150.658936097,139.182583457,134.706169306,3.24338241695,6.06350151506,8.3706372841,4.25149189548,24.4707963751,26.883270846,5.79158659529,9.39802170686,138.603408809,155.344683377,144.51697969,156.64398272,54.8997265269,58.8059489077,57.6320664683,37351.5148268,2.91474374602,2.88925676618,2.77879487726,73.6384960939,85.6021687131,85.7067637597,48.9565494096
2014-12-22,159.840494211,160.413951258,158.693580119,160.354628115,3056427.0,156.230351403,150.308583467,146.750018836,150.407813214,139.010787568,134.551464325,3.10596701171,6.12114557005,8.34092426679,4.28115346684,22.6021173792,28.3762366047,5.92176793627,9.48033256739,138.409094569,155.090943103,144.187437897,156.429729037,54.9305397404,58.1468282252,57.9881986195,72302.5870478,2.90485655556,2.90573541693,2.78991796653,74.1544512937,85.4709540188,85.4856031086,29.3478483125
2014-12-19,158.199220596,160.908310781,157.971815216,159.207714022,4798226.0,156.087646288,150.05744883,146.513550198,150.175317436,138.845766397,134.401935891,3.00670463831,6.16782647947,8.35421525338,2.84751085092,21.8111421428,27.3084200356,6.03019745826,9.5740960902,138.159334944,154.867765451,143.88962235,156.225275309,53.3457249071,57.9068100358,57.7340949821,231592.64856,2.91935776823,2.90211011377,2.78579830384,74.720680495,85.4157271831,85.2101198124,-3.44247121021
2014-12-18,153.987277462,157.605989169,153.799420844,157.556553216,4209608.0,155.99272926,149.815102806,146.285980031,149.964195174,138.688336759,134.258186981,2.94920853204,6.2324180009,8.37742900693,2.34326413774,20.1995300987,25.034366231,6.1776264537,9.7067492288,137.908551024,154.663409038,143.582684805,156.047520807,52.7862685163,57.4091535504,57.1315908067,239093.175769,2.86234163661,2.88266530587,2.77607589989,75.5804770732,85.3917503407,84.9578704303,-54.0024626689
2014-12-17,150.141160375,152.504198894,149.666575234,151.050781897,5074804.0,155.914620455,149.590663582,146.077360312,149.786732217,138.542455967,134.123173213,2.93736951325,6.31368245482,8.40606534312,-4.58765637093,13.5652253037,19.1811494819,6.32395687243,9.8372601428,137.671294969,154.483425655,143.276981128,155.904346037,43.6228697086,55.219905646,55.6526806527,-3054.28605134,2.71831822898,2.82883504673,2.73413773371,76.6091288777,85.4313371974,84.7616180578,-223.437619484
