,OPEN,HIGH,LOW,CLOSE,VOLUME,28DSMA,28DEMA,28DSDEV,28DMOM,30-90MACD,28DBBAND_LOW,28DBBAND_HIGH,14DRSI,PVT,14DATR,14DSTOCH
2014-01-02,9.78820710122,10.5374192891,9.73057539446,10.3645241688,20548400.0,8.65821399374,8.5267154006,0.825732629144,3.05448045809,0.127430107162,7.8324813646,9.48394662289,76.4705882353,1102030.27188,0.50633570936,77.1015037937
2013-12-31,9.90347051473,9.96110222149,9.67294368771,9.90347051473,12347800.0,8.54912540596,8.48065217208,0.793080908945,2.59342680404,0.0544299452702,7.75604449701,9.3422063149,65.9574468085,898503.288546,0.493986057912,75.970129258
2013-12-30,9.44241686068,9.96110222149,9.38478515392,9.78820710122,17519300.0,8.4565030201,8.44499035155,0.780390482869,2.19000485674,-0.00128070459432,7.67611253723,9.23689350297,70.3703703704,653016.662634,0.547501214186,75.2107984987
2013-12-27,9.61531198095,9.67294368771,9.26952174041,9.38478515392,8248800.0,8.37828856093,8.41132368222,0.751176994274,1.61368778918,-0.0493071268913,7.62711156665,9.1294655552,62.0,83201.8747769,0.535151562738,74.2861896794
2013-12-26,9.50004856744,9.78820710122,9.44241686068,9.50004856744,9887600.0,8.32065685417,8.38692463756,0.7327738231,1.61368778918,-0.0858072078371,7.58788303107,9.05343067727,66.0,255842.487718,0.535151562738,74.8169282906
2013-12-24,9.32715344717,9.50004856744,9.21189003365,9.32715344717,5798900.0,8.26302514741,8.35902506343,0.699272122465,1.3255292554,-0.142158209999,7.56375302495,8.96229726988,68.5185185185,639287.747912,0.543384663703,74.551558985
2013-12-23,9.1542583269,9.38478515392,9.03899491338,9.21189003365,14531000.0,8.21568481686,8.33475968841,0.668766442155,1.78658290945,-0.21771978108,7.54691837471,8.88445125902,61.4035087719,907429.820598,0.584550168529,72.6588962938
2013-12-20,8.57794125933,8.92373149987,8.57794125933,8.86609979312,12762700.0,8.15187828438,8.31277510752,0.655291491961,2.01710973647,-0.306088398106,7.49658679242,8.80716977635,52.7272727273,340700.58198,0.60101637046,71.6814526847
2013-12-19,8.57794125933,8.80846808636,8.34741443231,8.63557296609,10419000.0,8.07983865094,8.29890646031,0.684107444702,2.19000485674,-0.393176310538,7.39573120624,8.76394609564,50.9433962264,0.0,0.633948774321,73.0521090554
2013-12-18,8.57794125933,8.7508363796,8.34741443231,8.63557296609,12658100.0,8.00162419177,8.29046817965,0.741040070337,2.13237314999,-0.459132597159,7.26058412143,8.74266426211,57.3770491803,618868.128945,0.650414976251,75.4828953234
