,OPEN,HIGH,LOW,CLOSE,VOLUME,14dSMA,28dSMA,60dSMA,14dEMA,28dEMA,60dEMA,14dSDev,28dSDev,60dSDev,14dMOM,28dMOM,60dMOM,30-60MACD,30-90MACD,60dBBand_low,60dBBand_high,28dBBand_low,28dBBand_high,14dRSI,28dRSI,PVT,14dATR,28dATR,14dSTOCH,28dSTOCH,OSC
2017-01-04,159.696735295,161.081952116,158.657823233,160.941955697,2717000.0,159.217802801,153.864332937,134.447768935,146.703948627,133.225129649,119.759375802,1.18548023877,8.23186606303,20.8933765788,3.37461645418,24.0734953076,54.3952508775,18.2827713249,28.4130449859,113.554392357,155.341145514,145.632466874,162.096199,58.9874358841,72.2623547174,62758.9326716,3.13778263812,3.4334409309,70.9857978626,93.1598984204,557.715839032
2017-01-03,160.625119139,162.297693266,157.139984781,159.792524994,4377500.0,158.976758768,153.004565247,133.541181421,145.981275247,132.530429246,119.280857273,1.15050556582,8.70863138462,20.9044117062,3.24199482226,22.9460998088,55.2143900342,18.3683008188,28.23372777,112.636769715,154.445593127,144.295933863,161.713196632,58.6956586183,71.6716651697,57148.7517526,3.21041106805,3.40090590654,71.7981415284,93.3177964915,596.749326772
2016-12-30,157.537860729,159.004127254,156.719994789,158.23046877,2342200.0,158.74518771,152.185061683,132.620941587,145.280262634,131.8471263,118.810134369,1.29133140101,9.11630959725,20.9444729322,-1.76836382639,21.9202536954,54.2032374956,18.4881680394,28.0672022852,111.676468655,153.565414519,143.068752086,161.30137128,45.6927381021,71.1118885335,-15913.2285386,3.18199141011,3.28254841376,73.4139118048,93.6295609982,673.096984541
2016-12-29,159.188331128,159.424117245,156.160018695,157.294710141,2609500.0,158.871499411,151.402195479,131.717554295,144.622953701,131.185848612,118.352092146,1.32320424339,9.51060791832,20.9900588693,-2.40938962551,21.5133635466,56.3011162649,18.5607378205,27.8465345251,110.727495426,152.707613165,141.891587561,160.912803398,43.942201485,70.8836835576,-42591.2979238,3.18304342475,3.26498210216,77.5794803587,94.0877807463,700.884167578
2016-12-28,161.354570166,161.951389245,158.959919797,159.114645157,3037000.0,159.04359867,150.633861067,130.779202358,143.979777938,130.531450572,117.899600721,1.25739681895,9.87881128266,21.0855048171,3.75038793723,25.8087016998,59.00249482,18.8201735906,27.7659074987,109.69369754,151.864707175,140.755049784,160.51267235,58.368941646,74.7384867883,-7367.65904669,3.31093312228,3.2538660261,82.5500891589,94.635186449,171.55266286
2016-12-27,160.072507515,160.544068697,158.930441283,159.785150208,1970800.0,158.775713818,149.712121721,129.795827444,143.211582952,129.815035324,117.420704973,1.59521982251,10.2550778167,21.1174526093,7.50077661128,22.8579250981,59.52609507,19.0147534974,27.595867011,108.678374835,150.913280053,139.457043904,159.967199537,65.1128058909,70.7370126484,13994.9480413,3.39671970863,3.31387307496,85.8735713862,94.6432783025,101.068363273
2016-12-23,158.296779218,160.03566453,157.832593559,159.350431274,2184200.0,158.23994406,148.895767253,128.803725859,142.370364387,129.063858012,116.928453831,2.3234802881,10.3330219969,21.0829141937,9.15124701074,23.8996363227,60.7955110193,19.0674107292,27.2840092784,107.720811666,149.886640053,138.562745256,159.22878925,67.2884024478,71.2798545482,-7438.61552726,3.53250438423,3.41443164948,87.4380852652,94.9446554765,1514.68593479
2016-12-22,159.54199962,160.743012566,158.304154741,158.72413368,2636500.0,157.586283559,148.042208813,127.790467342,141.508513268,128.30474892,116.435534196,3.13319836563,10.4241418884,21.0508482225,12.3490233245,27.1223140531,56.8637891039,19.0805475478,26.9098145887,106.73961912,148.841315565,137.618066924,158.466350701,70.8146845615,72.8386040341,-40796.8975474,3.68249928351,3.54115906385,89.1118829958,95.1447219135,-504.055684228
2016-12-21,160.286189904,160.404072279,158.694666218,159.696735295,3274500.0,156.704210464,147.073554739,126.842737524,140.634706244,127.542311013,115.944164339,4.3067306577,10.6524289678,20.9141678066,10.912235314,30.3499549726,58.2477304965,18.847279203,26.3479472036,105.928569717,147.756905331,136.421125772,157.725983707,67.5432239183,75.0161761188,59292.6883309,3.79302192398,3.63113328732,89.8785862494,95.5174405166,-281.578648207
2016-12-20,159.018866511,161.325091651,158.805184122,160.912476446,4481100.0,155.924765085,145.989627776,125.871942016,139.667181723,126.736385707,115.435783953,4.6935651066,10.862441694,20.7142186262,17.5362110613,37.618287662,60.4991741414,18.3424260198,25.5030488706,105.157723389,146.586160642,135.127186082,156.85206947,74.8434067037,78.7173417458,86997.9775009,4.04880305583,3.86777723326,90.9618556271,95.5127465364,-132.120284211
2016-12-19,157.412602831,158.444151159,155.880025858,157.950486249,3736200.0,154.67217858,144.646117502,124.863622447,138.588841976,125.879788925,114.907370239,5.52620438051,11.2672127591,20.4504167319,20.1298045613,42.5232116969,54.8561112879,17.8237988937,24.6390592224,104.413205715,145.314039179,133.378904743,155.913330262,76.5655232922,80.2001004483,-125044.257361,4.28247972273,4.05208902648,91.2779974477,95.5848979584,-465.589475041
2016-12-16,160.698805109,160.986162417,157.456810287,157.825218036,6815700.0,153.234335397,143.12743137,123.949353925,137.606109993,125.075962169,114.407233322,7.02352255035,12.2320274725,20.170443005,21.5150029611,42.7211424441,52.6080267848,17.1737193022,23.6997980011,103.77891092,144.11979693,130.895403898,155.359458843,77.3920960597,80.2556102027,-59474.5339576,4.26879500638,4.07121822757,92.5170417822,95.8461247939,-474.249029189
2016-12-15,160.470393779,162.739786986,159.829356927,160.846165998,4804800.0,151.697549472,141.601676283,123.072553479,136.579856033,124.255127878,113.902740641,8.19743857155,12.9727762387,19.8131750798,23.7793769812,49.8261231376,56.3561718557,16.4974479829,22.7839979186,103.259378399,142.885728559,128.628900044,154.574452522,82.1274257925,84.7639719624,108063.673369,4.130026673,4.09155302447,93.2280668223,96.1951827495,53.9412964935
2016-12-14,155.445306925,160.934580174,155.224260065,158.584137262,6125500.0,149.999022544,139.822171885,122.133283948,135.348179706,123.338002343,113.357284312,8.60923495106,13.6356409936,19.3218435146,20.8342325972,47.351072199,54.5054828969,15.7920066783,21.7999626709,102.811440433,141.455127463,126.186530892,153.457812879,79.4027985848,84.0095173001,69459.1254713,3.9250118844,4.01160646117,93.3145090844,95.7870335933,44.7841265446
2016-12-13,157.898904007,158.768341137,155.327414235,157.567339243,4608200.0,148.510863073,138.131062164,121.224859233,134.168800605,122.454585746,112.831773595,8.80942710659,14.1491772682,18.8546965716,20.6988788534,46.0624983099,53.6796608236,15.1673586421,20.907391008,102.370162661,140.079555805,123.981884896,152.280239432,79.3238067848,83.4419090612,-78040.7943034,3.72909922368,3.85383730231,93.7782558701,95.4568881764,45.2950676408
2016-12-12,159.004127254,160.720908837,155.961075563,156.550530172,5009800.0,147.032371727,136.485972939,120.330198219,132.981169434,121.57451225,112.31197136,8.9089442682,14.4796008994,18.3682907831,19.7041049865,43.9585754431,52.8171099714,14.5672476059,20.0478383481,101.961907436,138.698489002,122.006372039,150.965573838,78.7241328679,81.8818902717,-97925.1357435,3.59140074504,3.78315151468,94.4909531899,95.245874475,45.9562618005
2016-12-09,159.085177695,160.109350501,157.810489831,159.998832597,5443700.0,145.624935656,134.916023816,119.449913053,131.784867908,120.697865923,111.797944067,8.84580144787,14.6060789752,17.8616617874,23.6886175218,47.2746548532,54.7375702001,13.9597211234,19.216792343,101.588251266,137.31157484,120.30994484,149.522102791,87.7366212405,86.0195276247,214549.083297,3.38310541742,3.6805774161,95.4869196676,95.3535442777,81.8643481187
2016-12-08,156.336858835,160.418811536,155.688457513,159.704099766,7321100.0,143.932891547,133.227643285,118.537620216,130.352821897,119.712818164,111.23787672,8.12072165627,14.3289745191,17.1387483398,23.9227531722,47.7879190555,55.8531508625,13.2841945403,18.3216954661,101.398871877,135.676368556,118.898668766,147.556617804,87.8274248896,86.1280249213,337550.004177,3.34692077957,3.63415287134,95.2780443837,95.2800320262,80.7311417156
2016-12-07,151.562286304,155.75476796,151.562286304,155.36425722,6578500.0,142.224123464,131.52093189,117.606734369,128.863049692,118.710468205,110.674726335,6.984255933,13.8980977835,16.364228947,22.0583137626,43.0000072161,50.8962982817,12.6204360182,17.4350346518,101.242505422,133.970963316,117.622834107,145.419029674,87.0647327061,84.5408565867,205125.483183,3.19679892992,3.53364500841,95.0698284406,95.0410919707,82.5942336523
