,OPEN,HIGH,LOW,CLOSE,VOLUME,14dSMA,28dSMA,60dSMA,14dEMA,28dEMA,60dEMA,14dSDev,28dSDev,60dSDev,14dMOM,28dMOM,60dMOM,30-60MACD,30-90MACD,60dBBand_low,60dBBand_high,28dBBand_low,28dBBand_high,14dRSI,28dRSI,PVT,14dATR,28dATR,14dSTOCH,28dSTOCH,OSC
2017-01-04,111.965489096,116.073357337,111.702578956,115.44896465,11724500.0,111.904457676,115.013526979,117.712669856,115.520418325,116.821402296,114.235087742,2.29588358525,3.87261093502,4.29998119467,-4.63367537502,-3.12197000372,-10.3846909114,-2.4510277214,-5.24711666709,113.412688661,122.01265105,111.140916043,118.886137914,39.8852310888,46.3545776174,441824.377365,2.65250991078,2.53396786592,19.9959649442,38.0783833206,191.840596522
2017-01-03,112.326984788,112.557022123,110.782419757,111.63686621,6082600.0,112.235434489,115.125025907,117.885748037,115.524045074,116.855801364,114.220983172,3.05475110935,3.93012847002,4.41478475656,-7.88709716243,-7.2627077625,-15.7084815782,-2.50032235937,-5.19526638736,113.470963281,122.300532794,111.194897437,119.055154377,29.9331656524,40.7685946278,47187.7630544,2.48819612011,2.44242132273,22.0694388042,38.1456503576,240.396307886
2016-12-30,111.045329897,111.965489096,110.092301179,110.881005308,6431600.0,112.798798572,115.384408327,118.147556064,115.721345206,116.986609861,114.251009165,3.61227201525,3.93105254332,4.50282781045,-10.1546502899,-8.28146565867,-16.5629280311,-2.48279545487,-5.02583968045,113.644728253,122.650383874,111.453355784,119.315460871,25.1207889721,39.3400945872,-5380.5661605,2.50932136069,2.44242132273,26.2383578634,39.4546683241,269.40011279
2016-12-29,111.176771822,111.735448475,110.256615908,110.782419757,4170200.0,113.524130735,115.680174958,118.423604864,115.96702459,117.139642027,114.290166723,4.1734785958,3.89101261703,4.55716930668,-9.10303930673,-9.23449437671,-14.9197807349,-2.50579935271,-4.91629630829,113.866435558,122.980774171,111.789162341,119.571187575,28.7902011684,38.3402406639,-35662.6260856,2.46706876691,2.46354750226,32.2986282208,41.0626987722,275.205443428
2016-12-28,112.359841161,112.688477193,111.012460378,111.078189556,4393500.0,114.174347829,116.009978329,118.672267876,116.230177704,117.298980794,114.33092478,4.415563157,3.85166232181,4.54017841086,-5.88246732006,-7.39416283248,-14.459699492,-2.58247961463,-4.88598940579,114.132089466,123.212446287,112.158316007,119.86164065,37.7899078336,40.9493161706,8126.14710571,2.63842555636,2.48936862307,37.3345701523,42.4333482617,266.37404823
2016-12-27,110.618108314,112.195529718,110.3223418,111.702578956,4240300.0,114.594524066,116.274055573,118.913262868,116.491675304,117.454900024,114.368719742,4.37799763673,3.75322718763,4.51393697442,-3.45061918071,-4.23932331025,-13.7367113955,-2.76103511845,-4.98019662698,114.399325894,123.427199842,112.520828385,120.02728276,43.1729350431,45.042272473,50987.0045565,2.71119303858,2.54101027787,39.4259605261,43.3922792197,247.730395105
2016-12-23,110.19088673,111.34109641,109.895120217,110.848148935,3840100.0,114.840996865,116.425459977,119.142208058,116.734753737,117.599077419,114.399698806,4.29908317085,3.64595850243,4.49031370271,-5.0608969583,-2.10322525272,-12.8494118556,-2.82566557877,-4.96120929317,114.651894355,123.632521761,112.779501474,120.071418479,39.9477807129,47.6573983684,-203660.481297,2.70415027453,2.60908375773,39.4280654871,43.6343635806,444.242467166
2016-12-22,110.946734486,111.275370518,109.533624526,110.3223418,11685600.0,115.202489504,116.500575164,119.356364922,117.03353801,117.768284121,114.440965828,4.14762143668,3.54712325431,4.39340828239,-5.15948250978,-6.30967904446,-17.0558656473,-2.87550771342,-4.94441271288,114.96295664,123.749773205,112.95345191,120.047698418,39.7116725727,43.4336611673,-224376.401777,2.7276235726,2.73936151267,40.6661209994,43.5113009212,95.0506839369
2016-12-21,112.228399236,113.017103366,111.866903545,112.458439858,8263600.0,115.571023969,116.725920844,119.64062935,117.374175771,117.954910798,114.488821934,3.90262895376,3.33411714588,4.35054672516,-1.57741811797,-3.31915096555,-13.8681533203,-2.86291030558,-4.79324334421,115.290082624,123.991176075,113.391803698,120.06003799,46.7655066986,46.4511665495,329199.75536,2.69241186498,2.76987675321,43.0402076047,44.0488249954,109.668232087
2016-12-20,109.993718914,112.557022123,109.467911779,112.491296231,15007900.0,115.683696692,116.84446195,119.871765238,117.623682003,118.09267551,114.512413837,3.8279085326,3.23428154984,4.33085303011,-6.11250794152,-6.73690062774,-10.2861053599,-2.87386467566,-4.7015923125,115.540912208,124.202618268,113.6101804,120.0787435,39.4318229855,43.287495528,254850.457229,2.96470554969,2.9764440766,43.0483431709,43.6312597531,109.633601446
