,OPEN,HIGH,LOW,CLOSE,VOLUME,28DSMA,28DEMA,28DSDEV,28DMOM,30-90MACD,28DBBAND_LOW,28DBBAND_HIGH,14DRSI,PVT,14DATR,14DSTOCH
2014-01-02,165.338799014,165.410637826,162.968236741,164.045765047,3879800.0,160.904262125,153.274304742,3.51225337258,4.13051631917,10.0924582712,157.392008753,164.416515498,64.9659532132,-34487.9365704,2.82979459778,63.5524461466
2013-12-31,166.236743352,167.17060842,165.266967856,166.667751091,2906600.0,160.756743685,153.004326578,3.46180064955,5.746814203,10.1793028059,157.294943036,164.218544335,68.5816830253,-6379.62483175,2.75282800291,59.9714624232
2013-12-30,166.883262195,167.314266339,164.584535114,165.159216885,3324500.0,160.551500321,152.66186361,3.26302050638,4.74112211065,10.1724489658,157.288479815,163.814520827,66.9811223329,-38155.9390802,2.84262164869,56.5058883699
2013-12-27,167.422030766,168.104461779,166.416326888,166.811424199,4051800.0,160.382174531,152.348627299,3.13558504872,7.00393521617,10.1570293218,157.246589483,163.51775958,73.5112799261,26321.1580016,2.84005661651,53.2625645809
2013-12-26,165.949411081,167.529782383,165.518388971,167.026935826,4160200.0,160.132033988,151.986128691,2.87198583493,9.44633479109,9.94008336221,157.260048153,163.004019823,77.3480701967,50637.7612434,3.02734102242,49.1363064547
2013-12-24,163.686596628,165.841649694,163.650686201,165.769810881,1742900.0,159.794664888,151.609142713,2.57111741431,13.0740089959,9.64285998998,157.223547474,162.365782302,72.6414839083,24744.1685227,3.05812703276,42.6036673607
2013-12-23,164.692286271,165.769811009,163.507012291,163.973930459,5158200.0,159.327735995,151.254216725,2.63223790321,13.8641855295,9.41762498386,156.695498092,161.959973899,68.7884824258,197843.724517,3.18897104444,38.1581813536
2013-12-20,160.597680237,164.512699794,160.058923261,163.79434399,10118800.0,158.832586512,150.935407124,3.00366229686,11.5654629938,9.27412662463,155.828924215,161.836248809,57.9964831681,236351.848766,3.32237954129,36.1711232378
2013-12-19,160.130747775,161.316036132,158.76588932,160.741354351,5297600.0,158.419534262,150.613108004,3.09004616408,7.65045830153,8.79995639718,155.329488098,161.509580427,50.8230714531,387654.075696,3.25054560455,35.0955936857
2013-12-18,156.287563709,159.879324777,153.054985931,159.412406614,12798800.0,158.146303609,150.359251491,3.21293450705,15.4804952088,8.4042004178,154.933369102,161.359238116,44.6808589927,258064.806641,3.21719327581,35.4996412555
2013-12-17,157.436921059,157.544684664,154.743100296,155.245961205,6563200.0,157.59342878,150.132341292,4.17491074525,9.98510206298,8.04441079283,153.418518035,161.768339525,25.6131328229,-68659.7534489,2.87341043064,37.4363811183
2013-12-16,157.796113172,158.694053452,157.041846929,157.293266615,6101600.0,157.236817992,150.004172439,4.7672790107,12.6250487202,7.74189351336,152.469538981,162.004097003,32.2884684875,16765.8668503,2.80157451891,43.4295381515
2013-12-13,158.047528092,158.227116143,155.964303105,156.862243361,6373700.0,156.785923395,149.821477037,5.32604217994,12.1940254663,7.30499719322,151.459881215,162.111965575,27.7438675384,-26313.3066562,2.87084308429,48.4751123549
2013-12-12,157.616523952,158.694048669,156.395321611,156.862243361,4814500.0,156.350422485,149.645005778,5.79726639229,14.8724333132,6.88680578191,150.553156093,162.147688878,25.418975281,-82035.9537771,2.87340939929,54.2043361474
2013-12-11,159.053222163,159.8434132,157.221431178,157.724274142,5881800.0,155.819264153,149.464111405,6.39875464708,15.7701690686,6.67752999831,149.420509506,162.2180188,42.8235260179,-39828.2553262,2.96576896859,60.3244937241
2013-12-10,157.72427195,160.022999036,156.75449646,159.232804417,4681800.0,155.256043829,149.257076935,6.89933207023,11.243355444,6.43541921573,148.356711759,162.155375899,44.2822221121,20742.9803237,3.07095650981,64.612784131
2013-12-09,159.376476353,160.633603489,157.939782715,158.69404894,7135500.0,154.85449542,149.007043187,6.98595195123,9.99035499178,6.07651661227,147.868543469,161.840447371,44.1463412029,78792.2046138,3.00681791704,67.9652012239
2013-12-06,158.694052803,160.66951782,157.580599677,158.586289195,5191900.0,154.497697028,148.764246022,7.03752063574,12.061035149,5.70790976457,147.460176392,161.535217663,45.9905635412,49867.7054833,3.09917749269,71.6523466045
2013-12-05,157.005921839,158.442629876,156.000232319,156.359401247,4788100.0,154.066945772,148.51806425,7.14627270371,9.69129584675,5.45490819793,146.920673069,161.213218476,45.9905635412,-33459.4142873,3.00681769073,76.2856778798
2013-12-04,157.113668713,159.987088398,155.964308741,157.149593508,5874500.0,153.720828063,148.321527317,7.26483647604,10.6957690709,5.22198776903,146.455991587,160.985664539,61.5241824788,-120305.804492,3.23002104667,82.7865636614
2013-12-03,160.058924958,160.130745813,156.395325051,157.401014565,5698200.0,153.338836311,148.100258795,7.35846485927,12.0542684645,5.06364918694,145.980371452,160.69730117,66.8324966796,-108814.299179,3.25054513223,86.1268128125
2013-12-02,161.28010896,163.650685644,160.202584226,160.525842724,4708300.0,152.908326723,147.867142681,7.46386820798,11.9650001295,4.93709344534,145.444458515,160.372194931,70.0869462578,-10227.070367,3.18640734192,86.6683992152
2013-11-29,161.244195221,162.321719936,160.238505727,160.454004204,2636300.0,152.48100529,147.54986234,7.35328860701,10.393245981,4.72798943915,145.127716683,159.834293897,67.1691873995,-21673.3993466,3.11200551734,86.8100507672
2013-11-27,161.890714454,162.249886969,160.238507955,161.208287035,3233500.0,152.109817933,147.226430193,7.1965631787,11.6117878494,4.49235268162,144.913254755,159.306381112,78.9410772386,-662.814019128,3.75082621584,87.4218820312
2013-11-26,161.747039212,163.147826019,161.567454752,161.675203992,4330300.0,151.695111224,146.875985969,6.98427659396,12.68581913,4.23128613926,144.71083463,158.679387818,76.7251645128,-17649.8539488,3.93554561734,83.3952080739
2013-11-25,163.18374972,163.291498959,160.489928953,161.351944415,5657700.0,151.242046255,146.505055232,6.71933206242,12.2911338761,3.84872167782,144.522714193,157.961378318,76.9275542582,-59125.0715898,4.0253390569,80.1405225875
2013-11-22,163.075988366,163.327426008,161.028684559,162.106227246,4967300.0,150.803077188,146.132929654,6.42963840854,16.4737784364,3.53748372395,144.37343878,157.232715597,78.8473506471,82594.5723148,3.96042360668,76.5798334795
2013-11-21,160.956861749,163.219660421,159.627899393,163.183749994,5645800.0,150.214727958,145.732571537,6.10242396741,16.3728089666,3.20992512473,144.112303991,156.317151926,83.2970898111,78357.3946542,3.99009339254,72.7360391883
2013-11-20,163.327425319,163.758433053,159.663825454,159.915248728,5926300.0,149.629984781,145.295171502,5.57535900883,12.8543099669,2.82328064394,144.054625772,155.20534379,81.4085982485,-18668.9152755,3.91209969492,66.5948607239
2013-11-19,160.418090345,161.747038333,159.376476055,160.920936888,5859800.0,149.170902282,144.928730787,5.21464146826,16.1098637071,2.29425378916,143.956260814,154.385543751,69.2304804765,50883.3028505,4.12980083752,61.4590603199
2013-11-18,159.663828533,163.435174107,159.448319274,160.418094774,8509900.0,148.595550007,144.527898744,4.737060591,21.7852207783,1.7322703544,143.858489416,153.332610598,67.3116957522,145672.411006,4.16709566559,59.4040108236
2013-11-15,157.07775771,160.094837056,157.07775771,159.807488983,8007300.0,147.817506408,144.129623502,4.50680785081,20.9246290486,1.21610137969,143.310698557,152.324314259,68.7593654444,470105.911955,4.05067724837,58.7383208149
2013-11-14,153.737420214,158.263046425,153.234573655,157.580601035,11158000.0,147.070198228,143.736670158,4.16705170721,17.0192809381,0.825681815031,142.90314652,151.237249935,66.3764860213,474058.085217,3.96526526927,56.6985799614
2013-11-13,149.355460514,152.91131114,148.601194284,152.695801885,6797700.0,146.462366765,143.389682941,3.80247829062,9.38464826414,0.391114537976,142.659888475,150.264845056,60.8946230467,40381.0077525,3.71555546453,54.9024709633
2013-11-12,151.797865478,152.336633239,149.10404463,150.10974493,5511800.0,146.127200756,143.156432403,3.64294206934,9.54842483331,0.0798175192358,142.484258687,149.770142825,58.7658004444,-102113.306121,3.58880226598,53.8662735031
2013-11-11,152.588049912,153.090892861,150.684420175,152.228880996,4508300.0,145.786185583,142.982153104,3.70275142209,11.0247416009,-0.105922137656,142.083434161,149.488937005,56.4891086299,769647.26053,3.66655750099,53.5936677642
2013-11-08,144.829849199,154.958615393,143.96781936,153.090896049,12493800.0,145.392444812,142.750391156,3.57628956985,10.7082487086,-0.374979300404,141.816155242,148.968734382,55.2422828379,743539.794247,3.70128681646,53.8318137922
