,OPEN,HIGH,LOW,CLOSE,VOLUME,14dSMA,28dSMA,60dSMA,14dEMA,28dEMA,60dEMA,14dSDev,28dSDev,60dSDev,14dMOM,28dMOM,60dMOM,30-60MACD,30-90MACD,60dBBand_low,60dBBand_high,28dBBand_low,28dBBand_high,14dRSI,28dRSI,PVT,14dATR,28dATR,14dSTOCH,28dSTOCH,OSC
2017-01-04,330.436389705,332.342465877,319.360621179,321.936378906,7424600.0,324.026421214,315.143740024,292.418044854,307.879637947,290.812825793,277.003108281,4.95702763615,13.2140098497,27.1559169504,3.55455596512,13.5999956426,72.7574748543,22.149952359,35.2348986567,265.262127903,319.573961804,301.929730174,328.357749874,53.2763633953,55.2173887094,-141982.09226,7.71255235509,8.59934839172,76.3868298465,83.0403067057,-38.5820467017
2017-01-03,330.487915162,340.018213598,326.830303131,334.969707848,4401700.0,323.772524359,314.658025894,291.205420273,307.166165026,290.032738461,276.481008825,5.15922117744,13.2050298685,27.4384517554,18.5454453253,30.290895405,82.5754545185,22.589849622,35.2280567573,263.766968517,318.643872028,301.452996026,327.863055763,71.4797119235,62.5212867307,134428.780031,7.2157994473,8.34177225114,79.4804810086,83.9233159603,46.6502018344
2016-12-30,325.387889107,328.530313533,323.121248066,324.151535702,2544200.0,322.447849693,313.576208201,289.829162698,305.75495065,288.906428735,275.801402879,4.38600636091,12.7109125237,27.2765492396,1.64848494474,25.3969763314,72.2676687651,22.8757030933,35.0097913405,262.552613458,317.105711937,300.865295677,326.287120725,52.144772693,60.9409664187,-13681.2223304,7.13484632569,8.06763840396,78.8410742645,84.1845369182,-7.48439282996
2016-12-29,325.954555807,331.003061556,323.79092962,325.748490037,1911600.0,322.330100768,312.669173332,288.624701551,304.82120183,288.023037903,275.239601397,4.35879365091,12.8338741636,27.3307967937,1.33936310851,23.490905311,79.733888898,23.1734374187,34.8827883398,261.293904758,315.955498345,299.835299168,325.503047496,51.7286825911,59.9563257814,-31083.0673504,7.17164544039,8.08235775547,80.7550223813,84.5254431257,19.4698601175
2016-12-28,328.375773221,329.354576611,324.924268171,325.954555807,2453300.0,322.234431975,311.830212428,287.295803403,303.759003024,287.077479174,274.65271638,4.29218338302,12.7144559079,27.4333897501,5.82119700656,29.0048247239,83.7677418608,23.4607173446,34.6828700453,259.862413653,314.729193153,299.11575652,324.544668336,56.799015163,61.7837256171,-13275.2285912,7.29675220094,8.03439832864,82.3696933373,84.9517292692,26.3525172587
2016-12-27,328.839430218,332.033344041,328.375773221,329.972732708,2153300.0,321.818632189,310.794325831,285.899674372,302.632431372,286.103055885,274.05661772,4.18469400779,12.7026323371,27.5638650502,24.3666474833,35.4727893439,87.2755581262,23.7113887128,34.3592858446,258.335809322,313.463539422,298.091693494,323.496958168,72.8502089757,64.5974773746,23029.5038006,8.05476274304,8.02908079116,84.5665672409,85.2192397075,81.8368516052
2016-12-23,325.078808483,328.684853845,323.79092962,327.44850044,1696600.0,320.078157369,309.527440497,284.445081737,301.244729576,285.003497006,273.40690376,5.41791485994,12.4861272603,27.501403313,22.8727389113,35.8576745179,91.3351274542,23.8644681409,33.9106824918,256.943678424,311.94648505,297.041313237,322.013567757,72.0675780506,64.7092677254,46995.491789,8.11731796314,8.16973719856,83.3281202112,85.0452226842,86.1967825014
2016-12-22,324.048520847,328.890919615,323.842455077,326.212147034,3211000.0,318.444390303,308.246809264,282.922829612,299.914714247,283.939646443,272.778970653,6.38648218364,12.4186663445,27.6083163674,37.4000124868,35.2848105451,72.7461157627,24.2561111587,33.5986984736,255.314513245,310.53114598,295.82814292,320.665475609,78.18321132,64.5426208907,59113.8014631,8.91948251214,8.18998921587,81.7232503095,84.6727091639,77.4790280254
2016-12-21,319.978818488,324.100010244,315.290918821,322.142444675,3203400.0,315.77296084,306.986637459,281.71039435,298.579944954,282.880119528,272.15810705,9.79817114863,12.3179697771,27.2702939004,38.1212194986,28.6122174282,69.1357534307,24.220933692,33.1939678304,254.440100449,308.98068825,294.668667682,319.304607236,78.4177985718,61.9368415985,23877.6178071,8.91212430825,8.26977716383,76.4676244676,84.3560159943,57.0276422336
2016-12-20,318.38182294,323.945469932,318.38182294,320.287899112,2755700.0,313.05001659,305.964772551,280.558131793,297.383991669,281.896040288,271.577317023,12.745601021,12.2003535272,26.9921382697,30.9606027168,31.5041339607,71.0069177824,23.5994578729,32.2167584905,253.565993523,307.550270062,293.764419024,318.165126078,71.9503042108,62.83365788,-24921.0711176,8.94524082533,8.3507047953,70.63281256,84.5128352882,30.685050459
