,OPEN,HIGH,LOW,CLOSE,VOLUME,14dSMA,28dSMA,60dSMA,14dEMA,28dEMA,60dEMA,14dSDev,28dSDev,60dSDev,14dMOM,28dMOM,60dMOM,30-60MACD,30-90MACD,60dBBand_low,60dBBand_high,28dBBand_low,28dBBand_high,14dRSI,28dRSI,PVT,14dATR,28dATR,14dSTOCH,28dSTOCH,OSC
2017-01-04,66.4224628449,68.227145994,66.336525552,67.7974595299,6281800.0,66.6244974303,67.2592902777,67.0378650982,67.2041609394,68.1053152166,68.3099955197,1.15967056723,1.9184016213,2.16663127485,-2.64402839124,1.11904534901,-3.67032162012,0.195528825483,-1.69186915899,64.8712338233,69.204496373,65.3408886564,69.177691899,41.0439999476,51.7558563266,217905.040378,1.87604392669,2.0208212837,27.9880016321,48.7454137546,122.460960591
2017-01-03,65.9068347911,66.4224628449,64.3169991708,65.9068347911,3364100.0,66.8133566011,67.2193243724,67.0990371252,67.1740470972,68.1130313768,68.315950901,1.52358618017,1.91843122939,2.23904423201,-5.090559993,-1.15644096198,-7.2714293446,0.0999061133074,-1.83993400602,64.8599928932,69.3380813572,65.300893143,69.1377556018,31.0428553736,48.0954731681,14966.5888418,1.82026759479,1.97766045534,29.5123112792,48.9156947193,185.0803379
2016-12-30,65.8638747384,66.2076239097,64.8755872773,65.1763678021,2896700.0,67.1769680292,67.2606258353,67.2202276143,67.2383665343,68.1683279557,68.3439434818,1.8607380869,1.90150209511,2.3665760573,-4.83749614997,-1.58757117259,-8.47228269951,0.0215398959874,-1.93173083766,64.853651557,69.5868036716,65.3591237402,69.1621279304,32.3185222832,47.3477881102,-16272.2303938,1.80427274227,2.00020759454,33.8483177137,50.0451604983,208.00360681
2016-12-29,65.7779331487,66.1646552633,65.6060585631,65.6919958559,1970200.0,67.5225034685,67.3173248058,67.3614323259,67.3430266589,68.2433190791,68.3807489383,1.9091792803,1.86027405902,2.49199118369,-5.39092372199,-1.49956708788,-6.41721695086,-0.123761876106,-2.09559320303,64.8694411422,69.8534235096,65.4570507468,69.1775988648,31.0618667002,47.4874205799,-39135.9061209,1.87712192329,1.98623386271,38.4698491823,51.3859897928,194.846140231
2016-12-28,66.4654314913,66.63730178,65.0904391031,65.4771569207,4133100.0,67.9075694486,67.3708807732,67.4683859418,67.4268274327,68.3072659852,68.4119907443,2.05003743384,1.8331367531,2.55601397945,-3.29660181798,0.423700931641,-6.41824819838,-0.220641349575,-2.21070238732,64.9123719623,70.0243999212,65.5377440201,69.2040175263,39.904637563,50.6669419016,-5898.45100074,2.0906970756,2.05025892459,43.4870395924,52.6545016579,244.225873945
2016-12-27,65.3912153311,66.2505839624,65.2623093918,66.2076239097,2509200.0,68.1430410071,67.3557485971,67.5753567451,67.5257861544,68.3782004387,68.4460918707,1.93553049983,1.85100969127,2.60509989054,0.127878988577,0.213403782388,-5.68778120943,-0.313227682351,-2.31773943396,64.9702568545,70.1804566356,65.5047389058,69.2067582883,50.3495708387,50.3337066942,253.048461481,2.21539916113,2.0423576662,48.8078436908,53.1549773176,221.324386262
2016-12-23,66.2505839624,66.2505839624,64.7896585782,65.1763678021,3559300.0,68.1339067936,67.3481270334,67.6701530986,67.5926916391,68.4326042289,68.4721016155,1.94564210142,1.85634386472,2.65744596663,0.807105866681,-0.732323234471,-5.73549789127,-0.463601401853,-2.48425697521,65.0127071319,70.3275990652,65.4917831687,69.2044708981,52.1273125843,48.8199384101,-200005.236224,2.28833676186,2.08493564605,49.9043406854,53.5323411622,256.442271656
2016-12-22,68.3130875837,68.5708951653,65.6919958559,65.9068347911,4265000.0,68.0762563745,67.3742814346,67.7657447301,67.715336115,68.5142192289,68.5103961978,2.04921721376,1.82957820523,2.66935082158,1.40929425864,1.36653186173,-6.41618570335,-0.527655049512,-2.57180659487,65.0963939085,70.4350955517,65.5447032294,69.2038596399,53.8362980499,52.1576627796,-150129.326985,2.30310784772,2.0999575427,49.6070476644,54.3328718878,278.590807078
2016-12-21,68.0552671115,68.957612983,68.0552671115,68.4849578725,2759400.0,67.9755924989,67.3254767253,67.8726811585,67.8071295632,68.5795712651,68.5406481242,2.19351732838,1.88748278747,2.72162615572,3.64531816477,2.36245055446,-2.76900699619,-0.720053680717,-2.78195703007,65.1510550028,70.5943073142,65.4379939378,69.2129595128,61.2984989352,53.8512737878,60072.0955781,2.22270427049,2.07197351487,48.4952273019,54.3658093002,261.595885537
2016-12-20,67.4966790051,68.5708951653,67.367768769,68.227145994,4329700.0,67.71521263,67.2411034912,67.9188312751,67.7727252766,68.5819426753,68.5412952137,2.33987699985,1.88653489569,2.75545097271,1.37767792861,4.88417728743,-2.5136787055,-0.899117708655,-3.01375129764,65.1633803024,70.6742822478,65.3545685955,69.1276383869,53.851729833,57.3572941864,78131.0403349,2.35984411535,2.15886992263,45.5904288687,53.722211488,275.565321075
2016-12-19,67.4537103587,69.6021426791,67.1099611874,67.4537103587,5561300.0,67.6168070637,67.0666685881,67.9607259202,67.7496604085,68.5908353745,68.5449454518,2.34565364964,2.01351525697,2.77922490402,-1.23453217997,2.95616982621,-3.45815533475,-1.02399555212,-3.1857085263,65.1815010162,70.7399508242,65.0531533311,69.0801838451,46.7425258707,54.4024831642,128611.03996,2.46022711957,2.21364308526,46.3004263202,52.1466371892,314.786097592
2016-12-16,66.5943331336,67.8404281763,66.2505839624,67.1099611874,8130300.0,67.7049879337,66.9610910943,68.0183618424,67.7646818382,68.6193365169,68.5576249928,2.36219739443,2.06920178082,2.80427706074,-0.765795810023,1.37231114467,-4.01572078741,-1.19014821796,-3.40314491615,65.2140847817,70.8226389032,64.8918893135,69.0302928751,48.0281250692,51.9905731442,-88489.6652888,2.41050068506,2.21474269353,49.750521409,50.8106547935,694.906602835
2016-12-15,67.8329908863,69.6290022102,65.994217388,66.2935526088,8311000.0,67.7596876344,66.912079982,68.0852905222,67.7979132577,68.6571678201,68.574446036,2.35621781897,2.08175922283,2.83003174186,-2.30916083919,2.09534455779,-2.907830099,-1.38691955347,-3.6376857396,65.2552587804,70.9153222641,64.8303207592,68.9938392048,44.0265416886,52.9769095912,-407095.507372,2.38857392472,2.23126910891,52.9126569817,49.9629970377,1366.27494986
2016-12-14,70.4414916324,70.7408225906,67.7047037953,67.8329946005,5900000.0,67.9246276943,66.8372462478,68.1337543572,67.8742695476,68.7164099728,68.600948741,2.32632392112,2.14161761084,2.82371948586,0.427623969058,4.61831308464,-0.855247938117,-1.49525045766,-3.81463320363,65.3100348713,70.9574738431,64.6956286369,68.9788638586,51.126131733,56.6666625316,-251798.822891,2.27555944194,2.2098881772,57.4672375189,48.927791244,-208.613603806
