,OPEN,HIGH,LOW,CLOSE,VOLUME,30DSMA,90DSMA,120DSMA,30DEMA,90DEMA,120DEMA,30DSDEV,90DSDEV,120DSDEV,30DMOM,90DMOM,120DMOM,30-90MACD,30-120MACD,120DBBAND_LOW,120DBBAND_HIGH,90DBBAND_LOW,90DBBAND_HIGH,30DRSI,90DRSI,120DRSI,PVT,30DATR,90DATR,120DATR,30DSTOCH,90DSTOCH,120DSTOCH,OSC
2014-12-31,142.249608224,143.220551943,140.326758899,140.440987572,5712139.0,139.345661521,131.664544801,128.590206994,133.203833952,123.801204533,120.505580233,3.05717134298,6.80550591336,8.0699128592,6.18738644182,15.8854007602,21.3569541859,7.68111671943,10.7554545263,120.520294135,136.660119854,124.859038888,138.470050715,59.5757218621,59.2992154066,59.4813888232,-114739.990153,2.09926916405,1.91354180351,1.85754860039,84.6038787796,90.2340227311,86.7593560822,344.735456426
2014-12-30,142.649408579,143.73458097,142.363836897,142.934980261,4730012.0,139.139415306,131.488040348,128.412232376,133.034673505,123.672553228,120.390056842,3.18669549318,6.78128169549,8.04181355945,8.1673501032,18.5888126824,22.994231829,7.6513749576,10.7271829298,120.370418817,136.454045936,124.706758653,138.269322044,63.4651600753,61.1808354709,60.3588459295,-65234.9535608,2.05421229868,1.89238834559,1.84311136536,85.3027749898,90.4269077713,86.7133361523,181.442962406
2014-12-29,144.305724334,144.89590581,143.125361382,143.391894952,4657706.0,138.867170303,131.281497985,128.220613778,132.803264804,123.523624795,120.259411352,3.20009961387,6.71144342518,7.9664584591,7.69139729998,19.9405186436,23.3369178473,7.58567231729,10.646556525,120.254155319,136.187072237,124.57005456,137.992941411,62.4845488257,61.9310156286,60.5457861592,-36873.2443607,2.06944278839,1.89365755306,1.84311136536,85.4056102948,90.5204514667,86.6488441856,335.109292834
2014-12-26,144.36283867,145.619354071,144.191495661,144.953020146,3148746.0,138.610790393,131.059936667,128.026139462,132.555767306,123.370012227,120.125360749,3.13248414918,6.63587468879,7.87733809707,7.57716862721,21.7301011837,27.0112734882,7.55085372556,10.5846509304,120.148801365,135.903477559,124.424061978,137.695811356,62.2536945813,63.2124832153,62.1455964936,8534.75527127,2.09609614537,1.88350389326,1.84850549713,85.5681600321,90.6020203647,86.5787319827,78.9592834548
2014-12-24,145.029172595,145.771658968,144.343800558,144.343800558,2408140.0,138.358218105,130.818491098,127.801045517,132.265995257,123.203142044,119.981486477,2.90034875643,6.51899089875,7.77484514065,6.60622490865,21.5968343988,27.1064640488,7.53972700669,10.5571725885,120.026200376,135.575890657,124.2995002,137.337481997,60.7697082557,63.1527687599,62.17797393,46671.6867377,2.07769263698,1.88350389326,1.85151986489,85.6390871931,90.6030322653,86.3583994522,91.3149494735
2014-12-23,143.582276073,144.991096371,143.506123625,144.62937224,5610590.0,138.138010608,130.578526272,127.575158316,131.983689941,123.039691878,119.840308564,2.67202573199,6.41214403162,7.6834122424,7.31063505741,23.1389214812,27.7918360854,7.55948433639,10.562852292,119.891746074,135.258570559,124.16638224,136.990670303,61.8665018541,63.927212724,62.4730852046,104102.998566,2.06944278839,1.8902729998,1.84818819526,85.9773964221,90.5853783847,86.1166668986,96.7738688761
2014-12-22,142.363836897,143.563237961,142.173455776,143.315742503,7157130.0,137.894322773,130.321427144,127.343559682,131.688111128,122.872770045,119.696657381,2.37663804952,6.30543323221,7.58323991452,6.60622490865,21.5016438381,27.277807058,7.57289562871,10.5507630908,119.760319768,134.926799597,124.015993912,136.626860376,60.9740670462,63.0978336503,62.2991347342,62075.2751177,2.09228852294,1.89386908764,1.84342866723,86.0616130193,90.4797654206,85.8271724189,91.9435723057
2014-12-19,142.459027458,143.563237961,141.716541085,142.268646336,14037813.0,137.674115276,130.08251999,127.116244623,131.416328128,122.714714019,119.559785882,2.15247311889,6.2142378776,7.50890991403,5.99700532053,21.3493389411,26.7637780305,7.59159528551,10.5578706526,119.607334709,134.625154537,123.868282113,136.296757868,60.167850226,63.0292326997,62.1235641105,163964.772118,2.10624980517,1.89111913811,1.84104890322,86.0023373519,90.4066151386,85.4931618365,50.8695675118
2014-12-18,140.288682675,142.173455776,139.412929517,142.173455776,8724454.0,137.474215099,129.845305113,126.89321314,131.162667215,122.56353163,119.428188828,1.98285314511,6.15099276949,7.45232649971,5.7114336386,21.3683770532,27.9822172067,7.62890998528,10.5810019589,119.44088664,134.345539639,123.694312344,135.996297883,59.6525096525,63.0378217638,62.5371046436,292500.656978,2.08467327809,1.8851961699,1.84009699761,86.1955794552,90.2800882632,85.1597501444,100.694627706
2014-12-17,137.528156416,140.574254357,137.223546622,139.698501199,7415365.0,137.283833977,129.607878702,126.660027996,130.905302232,122.411916308,119.296380532,1.77990520638,6.08180039672,7.40783855024,3.92185109851,18.7791938037,24.6886238085,7.6759552757,10.623805981,119.252189446,134.067866547,123.526078305,135.689679098,57.0547945205,61.7979140752,61.2280944795,157471.070956,2.06436595848,1.86827340356,1.83343365836,86.0048586083,90.0783883468,84.7223597411,147.800491211
2014-12-16,136.728555707,140.193492114,135.281659185,137.147394174,8776495.0,137.153105607,129.399220993,126.454289465,130.699770949,122.278263999,119.178150474,1.74001686489,6.05379492387,7.38548280247,3.76954620148,17.2371067213,22.8990412684,7.75388461468,10.6988161428,119.068806662,133.839772267,123.345426069,135.453015916,56.8181818182,61.043079475,60.5865371074,-12018.6393099,2.04469324262,1.84965836059,1.81550610278,86.4028083657,89.9494937464,84.360839786,256.738294297
2014-12-15,137.794689986,139.508120078,136.519136473,136.84278438,6511895.0,137.027454067,129.207697585,126.263464121,130.5490649,122.16330237,119.074018698,1.87157494362,6.07852630157,7.40268522278,3.67435564083,18.4745840097,21.2617636253,7.81975648264,10.7639899466,118.860778898,133.666149343,123.129171283,135.286223886,56.6689702833,61.6511382192,59.737044012,-108915.892313,1.95648332309,1.8160243625,1.78615567991,88.0344802445,89.8401279638,84.0357728098,201.009035652
2014-12-12,138.384871462,140.212530226,137.47104208,137.509118304,6574629.0,136.904975546,129.002424429,126.086282757,130.401956181,122.049806995,118.971048479,1.99990460346,6.12952214282,7.40179143842,4.96894726558,17.3322972819,22.5182790258,7.90255111695,10.8186927888,118.684491319,133.488074196,122.872902286,135.131946572,59.0311418685,60.7754947448,60.319676136,-40869.2041731,1.89809977923,1.80756297933,1.77251169955,89.3526823484,89.5510491294,83.7895603804,176.53609224
2014-12-11,138.36583335,140.802711702,138.327757126,139.146395947,6468676.0,136.73934397,128.809843348,125.898630432,130.235834141,121.930282296,118.863619911,2.14839514775,6.13152864484,7.3952048681,7.36774939379,22.1679777626,23.1846129503,7.92950062234,10.8407135385,118.503425564,133.2938353,122.678314703,134.941371993,63.8313080772,63.5194129667,60.690333228,-24393.5141471,1.89111913811,1.8200435195,1.75918502106,90.4549257212,89.4380258617,83.4925308578,140.28542129
2014-12-10,140.174454002,140.460025684,138.289680901,138.36583335,6293332.0,136.493752324,128.563532484,125.705425324,130.027559632,121.797174736,118.746080483,2.28078640064,6.1568363041,7.34890136993,6.72045358142,21.7491392958,21.6234877557,7.93021983991,10.788327,118.356523954,133.054326694,122.40669618,134.720368788,62.9304029304,63.3320885071,59.9705045823,-64768.7272193,1.85685053628,1.80862065222,1.749665965,90.8964187276,88.8701233325,83.1973416314,150.642003619
2014-12-09,139.26062462,139.850806096,138.118337892,139.717539311,5703953.0,136.269737205,128.321875381,125.525229593,129.832661722,121.669072993,118.63238306,2.41656751022,6.19448501883,7.30080588202,9.06214137324,22.2822064354,22.3850122409,7.94786182381,10.7445076119,118.224423711,132.826035475,122.127390362,134.5163604,67.6820208024,63.7487078282,60.3946391315,20686.921666,1.82892797183,1.80544763354,1.74236802202,91.5006878338,88.285284742,82.9605901833,121.912156727
2014-12-08,139.013129162,140.269644563,138.975052938,139.812729872,4723879.0,135.967665825,128.074295309,125.338687824,129.601613661,121.529529986,118.510193296,2.53424959924,6.17917433374,7.22067130449,10.6613427921,26.813277122,23.3369178473,7.89337051621,10.6289780014,118.118016519,132.559359128,121.895120975,134.253469643,69.7183098592,65.7033270895,60.7605604129,7143.32216322,1.87588864841,1.85706207086,1.74030555987,91.4613866476,87.7326931166,82.7139879027,122.326539466
2014-12-05,138.975052938,139.165434059,136.861822492,139.089281611,6383401.0,135.612287732,127.776370008,125.144213509,129.362940134,121.388172091,118.386743538,2.7173677721,6.25280797444,7.14139750437,13.612250172,24.4906274423,23.0132699411,7.8359177245,10.4680742238,118.002816004,132.285611013,121.523562033,134.029177982,72.6984126984,64.1974218612,60.6430936113,33732.7061972,2.00661701836,1.86108122787,1.74236802202,91.1416597605,86.6628203714,82.4196818002,157.394305317
2014-12-04,139.317738956,140.15541589,138.556214471,139.470043853,6410706.0,135.15854606,127.504251925,124.952436259,129.135597678,121.251314641,118.266770559,3.20880270508,6.28775603185,7.07243517553,12.0892012017,23.9385221906,23.1846129503,7.65429413479,10.2061098009,117.880001084,132.024871435,121.216495893,133.792007957,69.1842900302,63.7890950564,60.7393558856,-42648.6960655,2.04850086504,1.85050449891,1.72761348512,90.2289006201,85.8229851035,82.1262556871,167.538525613
2014-12-03,139.965034769,140.212530226,137.680461313,138.36583335,6465627.0,134.755572687,127.238268345,124.759231151,128.89404145,121.110455148,118.143895513,3.40196728125,6.28221298246,6.98869317563,11.4875968584,21.6729868473,22.1755930075,7.51730434129,9.9963415354,117.770537976,131.747924327,120.956055363,133.520481328,68.5844523839,62.4758898825,60.36889332,7328.14843306,2.03136656413,1.84860068769,1.72586832484,89.9928323955,85.155106577,81.832313983,297.994837653
2014-12-02,139.203510284,140.593292469,138.594290695,140.402911348,7432863.0,134.372652791,126.99745738,124.574434543,128.672648809,120.977043849,118.02670715,3.62104802026,6.26624264441,6.91871657707,14.3433136777,23.1389214812,23.9842136597,7.37519541098,9.79821824851,117.655717966,131.49315112,120.731214736,133.263700025,74.1567269463,63.5484014804,61.4075120432,68844.8737542,2.00280939594,1.83463940547,1.71016188233,89.7449623296,84.6495965773,81.5666688636,129.033787904
