,OPEN,HIGH,LOW,CLOSE,VOLUME,28DSMA,28DEMA,28DSDEV,28DMOM,30-90MACD,28DBBAND_LOW,28DBBAND_HIGH,14DRSI,PVT,14DATR,14DSTOCH
2014-01-02,111.839929691,112.183522128,109.934567641,110.403104772,12698600.0,108.731638886,106.892487499,1.59644253314,2.74457835243,3.54827505389,107.135196353,110.328081419,56.1200715732,-157180.490887,1.59746865315,60.4042667227
2013-12-31,111.871170146,112.68328409,111.402636144,112.433407201,11729200.0,108.63361823,106.804496644,1.57411613472,4.52674155438,3.56131829168,107.059502096,110.207734365,68.4343264072,205068.202395,1.52830428989,58.8009736278
2013-12-30,110.746692684,111.90239906,110.715451045,111.746225224,10927500.0,108.471948889,106.663412436,1.39124180957,3.7465086546,3.54159888974,107.080707079,109.863190699,58.0419109345,165620.332118,1.58185117495,53.3222320321
2013-12-27,110.496807825,110.809167994,109.99704155,110.403104772,6762200.0,108.338145008,106.536015739,1.23619446375,2.24828960143,3.53714264752,107.101950545,109.574339472,52.5510321355,106558.231917,1.54169148558,52.0138793024
2013-12-26,109.028750696,110.028283247,108.778861311,109.87210941,8588300.0,108.257848951,106.4390902,1.16824963283,1.7483180781,3.540568194,107.089599318,109.426098584,57.5342328289,77995.978553,1.62424184033,51.4813637912
2013-12-24,108.872563866,109.309868726,108.653916121,108.935037774,4783800.0,108.19540902,106.353044279,1.12468537627,1.09040950791,3.52653140473,107.070723644,109.320094396,48.0519539207,41934.3276763,1.6688640526,45.9587682515
2013-12-23,108.653916129,109.091224112,107.935505234,108.841334729,10943200.0,108.156465823,106.288328647,1.1169783428,1.74113444113,3.52304606134,107.03948748,109.273444166,47.9392762779,153683.568665,1.74025900994,45.6267450909
2013-12-20,108.091678179,108.935036883,107.873030436,108.466512252,22237200.0,108.09428245,106.224339561,1.12586885865,1.39733580346,3.53888518574,106.968413592,109.220151309,49.5798150558,47674.3497619,1.74248966481,45.6803024184
2013-12-19,108.247862695,108.653913413,106.967211646,107.904273389,14791800.0,108.0443776,106.168141269,1.13964308905,0.276770808467,3.52525248319,106.904734511,109.184020689,46.4818843755,582197.111537,1.76703175995,44.7526010139
2013-12-18,106.030142936,108.591457579,105.21802899,108.404038979,23884500.0,108.034492928,106.124626486,1.14210091992,1.45892699579,3.54275436576,106.892392009,109.176593848,48.1236282875,561995.058486,1.72910351835,45.2416150811
2013-12-17,105.592852164,105.99891539,104.811967353,105.530378256,17655700.0,107.982388393,106.067494808,1.15778878728,-2.09712432511,3.4861249817,106.824599606,109.14017718,38.642234652,-71220.1425468,1.64209064083,45.2460472331
2013-12-16,106.654856685,106.998449129,105.842742721,106.061387347,14562100.0,108.05728569,106.080957211,1.05671298413,0.139880136151,3.48309738209,107.000572706,109.113998674,39.1620605535,25457.8654062,1.63260630658,48.1436025742
2013-12-13,106.68609332,107.217088728,105.873966894,105.936440801,14037400.0,108.052289971,106.081447714,1.06678095998,-0.0160799518554,3.47724060332,106.985509011,109.119070931,37.9071595165,-515400.930272,1.67191246183,52.3043316444
2013-12-12,108.310340947,108.997510212,105.780267906,105.87397096,19817700.0,108.052864255,106.085082198,1.06560341925,-0.388740129572,3.47173524577,106.987260836,109.118467674,37.5785209762,-402364.515034,1.65795138268,58.8574392706
2013-12-11,108.185394626,109.403571795,107.997976026,108.747631684,14963500.0,108.066747831,106.090373535,1.03834738235,2.60899878825,3.46526036228,107.028400449,109.105095213,55.4038984881,-128993.404167,1.52341840581,65.5114603339
2013-12-10,109.153684417,109.247399966,107.560685641,107.87303332,15967800.0,107.973569303,106.023771454,1.09072494498,1.57931212094,3.41627449457,106.882844358,109.064294248,49.822061989,-271202.391334,1.52708919273,66.9191040584
2013-12-09,109.590989978,109.903337651,108.966279014,109.590989978,12237100.0,107.917165299,105.977421162,1.13601133097,2.73893921456,3.36947460794,106.781153968,109.05317663,60.1670131488,208309.259364,1.45075084169,70.8681570775
2013-12-06,108.497741567,109.903337327,108.497741567,109.778392636,12557100.0,107.819346041,105.886849908,1.10401533143,3.51568154635,3.21255387963,106.71533071,108.923361372,60.416409765,-50710.5255551,1.43699241716,70.7530358652
2013-12-05,109.216157059,109.590991137,107.716858229,107.810573776,18171200.0,107.693785986,105.789311456,1.07242828728,3.34691927683,3.04445379979,106.621357698,108.766214273,47.3259296158,-272376.863198,1.36727036536,70.4811387585
2013-12-04,108.966277792,109.809633368,108.154151361,109.497273204,13196100.0,107.574253154,105.738650109,1.23337550888,5.74703314087,2.9418555459,106.340877646,108.807628663,68.5730816853,136392.232503,1.32424246092,75.0845805855
2013-12-03,108.497744706,109.559748058,108.372800011,109.434803364,16592300.0,107.369001971,105.644443183,1.37191800846,4.78503672126,2.80314373752,105.997083962,108.740919979,72.7500220743,76065.5140679,1.31012528614,76.2018685138
2013-12-02,108.653917089,108.966280383,107.560684603,108.591458798,16738800.0,107.198107802,105.549440792,1.40273890944,3.94169215558,2.6255861748,105.795368893,108.600846712,67.6244344431,-52793.8473587,1.30732036416,76.0068426671
2013-11-29,109.184924034,109.840867268,108.685160884,108.935037774,8641100.0,107.057333082,105.473195007,1.45455846881,5.12276032909,2.4557906163,105.602774614,108.511891551,64.4210771773,62904.2690648,1.26895667043,77.2748269044
2013-11-27,108.622686976,109.528516471,107.373268168,108.935037774,9909100.0,106.874377356,105.386426647,1.52985550042,5.246835091,2.25389502726,105.344521856,108.404232857,69.0759117171,14105.9613658,1.31047796487,78.7085314414
